stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,16:27:00,16:27:00,403380,11.0,3
2,16:28:16,16:28:16,401624,36.0,3
3,16:30:19,16:30:19,401625,36.0,3
4,16:32:14,16:32:14,401626,14.0,2
5,16:35:03,16:35:03,403443,29.0,4
6,16:36:56,16:36:56,402039,54.0,4
7,16:39:07,16:39:07,401633,54.0,4
8,16:40:41,16:40:41,401182,54.0,4
9,16:42:20,16:42:20,401183,40.0,3
10,16:43:27,16:43:27,404029,45.0,3
11,16:45:45,16:45:45,403870,45.0,3
12,16:47:29,16:47:29,403871,34.0,3
13,16:49:00,16:49:00,403906,34.0,3
14,16:50:33,16:50:33,403893,34.0,3
15,16:51:41,16:51:41,403894,34.0,3
16,16:53:50,16:53:50,403895,34.0,3
17,16:55:32,16:55:32,403896,34.0,3
18,16:57:23,16:57:23,403897,9.0,1
19,16:59:00,16:59:00,405265,6.0,1
20,16:59:57,16:59:57,405152,6.0,1
21,17:01:23,17:01:23,405157,6.0,1
22,17:02:00,17:02:00,903237,6.0,1
