stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,13:50:00,13:50:00,405067,1.0,1
2,13:51:36,13:51:36,400903,4.0,1
3,13:53:21,13:53:21,405256,4.0,1
4,13:54:48,13:54:48,400070,8.0,1
5,13:56:21,13:56:21,400071,11.0,1
6,13:58:00,13:58:00,404108,13.0,1
7,13:59:49,13:59:49,405279,13.0,1
8,14:00:30,14:00:30,400910,8.0,1
9,14:02:04,14:02:04,405024,10.0,2
10,14:04:15,14:04:15,400913,17.0,2
11,14:05:27,14:05:27,403847,16.0,2
12,14:07:00,14:07:00,405635,17.0,2
13,14:07:56,14:07:56,400916,14.0,2
14,14:08:57,14:08:57,400917,17.0,2
15,14:09:50,14:09:50,404132,20.0,2
16,14:11:00,14:11:00,400919,21.0,2
17,14:12:58,14:12:58,400722,21.0,2
18,14:15:00,14:15:00,400723,16.0,2
19,14:16:46,14:16:46,400724,21.0,2
20,14:18:00,14:18:00,400725,28.0,2
21,14:20:21,14:20:21,400726,16.0,2
22,14:22:13,14:22:13,404991,19.0,2
23,14:24:15,14:24:15,403914,25.0,2
24,14:26:36,14:26:36,400929,24.0,2
25,14:29:31,14:29:31,400731,24.0,2
26,14:31:06,14:31:06,400732,21.0,2
27,14:33:00,14:33:00,403769,21.0,2
28,14:34:47,14:34:47,400933,20.0,2
29,14:37:00,14:37:00,404039,20.0,2
30,14:38:33,14:38:33,404040,20.0,2
31,14:39:54,14:39:54,400936,20.0,2
32,14:41:00,14:41:00,803081,20.0,2
