stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,10:28:00,10:28:00,401732,1.0,1
2,10:28:52,10:28:52,401738,10.0,2
3,10:32:51,10:32:51,405348,17.0,2
4,10:36:55,10:36:55,405653,27.0,2
5,10:40:00,10:40:00,803182,31.0,2
6,10:45:04,10:45:04,903129,24.0,2
7,10:49:17,10:49:17,401756,32.0,2
8,10:55:03,10:55:03,401761,31.0,2
9,11:00:53,11:00:53,401765,32.0,2
10,11:04:31,11:04:31,401768,28.0,2
11,11:08:47,11:08:47,401771,32.0,2
12,11:13:10,11:13:10,405342,21.0,2
13,11:15:53,11:15:53,403525,26.0,2
14,11:18:44,11:18:44,401779,31.0,2
15,11:23:31,11:23:31,405340,31.0,2
16,11:30:33,11:30:33,803109,25.0,2
17,11:32:00,11:32:00,403849,21.0,2
18,11:35:34,11:35:34,405373,20.0,2
19,11:39:49,11:39:49,402112,20.0,2
20,11:43:40,11:43:40,403590,11.0,1
21,11:45:45,11:45:45,403754,9.0,1
22,11:49:00,11:49:00,803120,9.0,1
