stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:55:00,7:55:00,401732,1.0,1
2,7:56:23,7:56:23,401738,1.0,1
3,7:58:15,7:58:15,401739,1.0,1
4,8:00:06,8:00:06,401740,1.0,1
5,8:02:00,8:02:00,401741,1.0,1
6,8:03:40,8:03:40,401742,1.0,1
7,8:04:43,8:04:43,803228,1.0,1
8,8:06:25,8:06:25,401744,7.0,1
9,8:07:35,8:07:35,401745,7.0,1
10,8:09:08,8:09:08,401746,7.0,1
11,8:10:11,8:10:11,401747,7.0,1
12,8:12:10,8:12:10,401748,7.0,1
13,8:13:00,8:13:00,401749,7.0,1
14,8:14:17,8:14:17,403342,7.0,1
15,8:15:20,8:15:20,405233,7.0,1
16,8:16:59,8:16:59,405307,7.0,1
17,8:18:06,8:18:06,401753,7.0,1
18,8:19:59,8:19:59,401754,7.0,1
19,8:21:06,8:21:06,401755,7.0,1
20,8:23:00,8:23:00,401756,14.0,1
21,8:25:07,8:25:07,401758,14.0,1
22,8:27:14,8:27:14,401759,14.0,1
23,8:28:39,8:28:39,401760,14.0,1
24,8:30:00,8:30:00,401761,14.0,1
25,8:31:31,8:31:31,401762,14.0,1
26,8:32:53,8:32:53,401763,12.0,1
27,8:35:07,8:35:07,401764,13.0,1
28,8:38:01,8:38:01,401765,14.0,1
29,8:40:07,8:40:07,403887,14.0,1
30,8:43:00,8:43:00,401768,12.0,1
31,8:44:48,8:44:48,401769,12.0,1
32,8:47:17,8:47:17,401771,12.0,1
33,8:48:50,8:48:50,401772,7.0,1
34,8:50:03,8:50:03,404909,8.0,1
35,8:52:00,8:52:00,903266,8.0,1
36,8:53:04,8:53:04,401775,4.0,1
37,8:54:25,8:54:25,405336,6.0,1
38,8:56:20,8:56:20,401778,6.0,1
39,8:57:34,8:57:34,401779,5.0,1
40,8:59:07,8:59:07,401780,3.0,1
41,9:00:40,9:00:40,401781,3.0,1
42,9:02:00,9:02:00,401782,1.0,1
43,9:03:24,9:03:24,404105,1.0,1
44,9:04:58,9:04:58,401784,1.0,1
45,9:06:24,9:06:24,401785,1.0,1
46,9:07:54,9:07:54,401786,1.0,1
47,9:09:41,9:09:41,401787,1.0,1
48,9:11:00,9:11:00,403849,6.0,1
49,9:13:13,9:13:13,403647,6.0,1
50,9:15:25,9:15:25,405373,6.0,1
51,9:16:30,9:16:30,401793,2.0,1
52,9:18:00,9:18:00,404844,2.0,1
53,9:20:00,9:20:00,904920,2.0,1
