stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,14:06:00,14:06:00,401732,10.0,1
2,14:06:52,14:06:52,401738,10.0,1
3,14:10:51,14:10:51,405348,16.0,1
4,14:14:55,14:14:55,405653,16.0,2
5,14:18:00,14:18:00,803182,29.0,2
6,14:23:04,14:23:04,903129,32.0,3
7,14:27:17,14:27:17,401756,33.0,3
8,14:33:03,14:33:03,401761,12.0,1
9,14:38:53,14:38:53,401765,14.0,1
10,14:42:31,14:42:31,401768,14.0,1
11,14:46:47,14:46:47,401771,14.0,1
12,14:51:10,14:51:10,405342,8.0,3
13,14:53:53,14:53:53,403525,36.0,3
14,14:56:44,14:56:44,401779,36.0,3
15,15:01:31,15:01:31,405340,36.0,3
16,15:08:33,15:08:33,803109,36.0,3
17,15:10:00,15:10:00,403849,36.0,3
18,15:13:22,15:13:22,405373,15.0,2
19,15:17:22,15:17:22,402112,22.0,2
20,15:20:59,15:20:59,403590,23.0,2
21,15:22:57,15:22:57,403754,8.0,1
22,15:26:00,15:26:00,803120,8.0,1
