stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,10:21:00,10:21:00,401954,1.0,1
2,10:21:31,10:21:31,401955,5.0,1
3,10:22:22,10:22:22,403632,8.0,1
4,10:23:51,10:23:51,401957,11.0,1
5,10:25:00,10:25:00,401958,13.0,2
6,10:28:03,10:28:03,401960,25.0,2
7,10:31:00,10:31:00,401961,32.0,2
8,10:34:00,10:34:00,401331,20.0,2
9,10:37:08,10:37:08,404075,20.0,2
10,10:38:56,10:38:56,401964,5.0,1
11,10:40:00,10:40:00,401965,5.0,1
12,10:41:53,10:41:53,401966,5.0,1
13,10:43:00,10:43:00,903004,5.0,1
