stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:21:00,8:21:00,404135,28.0,2
2,8:22:23,8:22:23,401305,28.0,2
3,8:23:10,8:23:10,401306,28.0,2
4,8:24:27,8:24:27,401307,28.0,2
5,8:25:30,8:25:30,401308,28.0,3
6,8:27:32,8:27:32,404824,33.0,3
7,8:28:55,8:28:55,401310,33.0,3
8,8:30:46,8:30:46,401311,33.0,3
9,8:32:00,8:32:00,401312,33.0,3
10,8:33:14,8:33:14,401313,10.0,2
11,8:35:12,8:35:12,401314,31.0,2
12,8:36:28,8:36:28,401315,31.0,2
13,8:38:33,8:38:33,401317,31.0,2
14,8:39:29,8:39:29,403276,31.0,2
15,8:41:00,8:41:00,401318,25.0,2
16,8:43:18,8:43:18,405289,10.0,2
17,8:44:26,8:44:26,404245,23.0,2
18,8:46:00,8:46:00,404915,24.0,2
19,8:46:50,8:46:50,405247,23.0,2
20,8:48:12,8:48:12,401324,22.0,2
21,8:50:37,8:50:37,401326,22.0,2
22,8:51:40,8:51:40,401327,24.0,2
23,8:52:55,8:52:55,401328,24.0,2
24,8:54:01,8:54:01,401329,24.0,2
25,8:55:10,8:55:10,401330,24.0,2
26,8:56:39,8:56:39,401331,28.0,2
27,8:58:33,8:58:33,401333,29.0,2
28,8:59:37,8:59:37,401334,29.0,2
29,9:00:44,9:00:44,401335,29.0,2
30,9:01:40,9:01:40,401336,6.0,2
31,9:03:00,9:03:00,401337,25.0,2
32,9:04:05,9:04:05,401338,25.0,2
33,9:05:35,9:05:35,401339,6.0,2
34,9:06:43,9:06:43,404136,24.0,2
35,9:07:45,9:07:45,401341,28.0,2
36,9:09:23,9:09:23,401342,31.0,2
37,9:10:31,9:10:31,401343,6.0,2
38,9:11:37,9:11:37,401344,31.0,2
39,9:12:40,9:12:40,401345,31.0,2
40,9:13:43,9:13:43,404987,30.0,2
41,9:14:46,9:14:46,404988,30.0,2
42,9:17:00,9:17:00,401348,30.0,2
43,9:17:35,9:17:35,400860,21.0,2
44,9:18:20,9:18:20,400861,21.0,2
45,9:19:00,9:19:00,405376,21.0,2
