stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,15:55:00,15:55:00,404135,17.0,2
2,15:56:23,15:56:23,401305,17.0,2
3,15:57:10,15:57:10,401306,16.0,2
4,15:58:27,15:58:27,401307,23.0,2
5,15:59:30,15:59:30,401308,23.0,2
6,16:01:32,16:01:32,404824,9.0,2
7,16:02:55,16:02:55,401310,21.0,2
8,16:04:46,16:04:46,401311,21.0,2
9,16:06:00,16:06:00,401312,21.0,2
10,16:07:14,16:07:14,401313,21.0,2
11,16:09:12,16:09:12,401314,21.0,2
12,16:10:28,16:10:28,401315,17.0,2
13,16:12:33,16:12:33,401317,19.0,2
14,16:13:29,16:13:29,403276,19.0,2
15,16:15:00,16:15:00,401318,19.0,2
16,16:17:46,16:17:46,405289,18.0,2
17,16:19:08,16:19:08,404245,21.0,2
18,16:21:00,16:21:00,404915,21.0,2
19,16:21:50,16:21:50,405247,21.0,2
20,16:23:12,16:23:12,401324,13.0,1
21,16:25:37,16:25:37,401326,13.0,1
22,16:26:40,16:26:40,401327,13.0,1
23,16:27:55,16:27:55,401328,13.0,1
24,16:29:01,16:29:01,401329,13.0,1
25,16:30:10,16:30:10,401330,6.0,1
26,16:31:39,16:31:39,401331,9.0,2
27,16:33:33,16:33:33,401333,19.0,2
28,16:34:37,16:34:37,401334,19.0,2
29,16:35:44,16:35:44,401335,19.0,2
30,16:36:40,16:36:40,401336,19.0,2
31,16:38:00,16:38:00,401337,19.0,2
32,16:39:09,16:39:09,401338,15.0,2
33,16:40:46,16:40:46,401339,23.0,2
34,16:41:59,16:41:59,404136,23.0,2
35,16:43:06,16:43:06,401341,23.0,2
36,16:44:50,16:44:50,401342,23.0,2
37,16:46:03,16:46:03,401343,23.0,2
38,16:47:14,16:47:14,401344,23.0,2
39,16:48:22,16:48:22,401345,23.0,2
40,16:49:29,16:49:29,404987,23.0,2
41,16:50:36,16:50:36,404988,23.0,2
42,16:53:00,16:53:00,401348,23.0,2
43,16:53:35,16:53:35,400860,19.0,2
44,16:54:20,16:54:20,400861,13.0,1
45,16:55:00,16:55:00,405376,13.0,1
