stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,6:58:00,6:58:00,403522,13.0,1
2,7:00:00,7:00:00,403523,13.0,1
3,7:00:52,7:00:52,401024,13.0,1
4,7:02:47,7:02:47,401867,13.0,1
5,7:03:43,7:03:43,401868,13.0,1
6,7:05:55,7:05:55,401869,13.0,1
7,7:08:00,7:08:00,401870,13.0,1
8,7:09:11,7:09:11,404858,13.0,1
9,7:10:57,7:10:57,405169,13.0,1
10,7:12:19,7:12:19,405369,13.0,1
11,7:13:59,7:13:59,401875,13.0,1
12,7:15:41,7:15:41,401876,13.0,1
13,7:17:04,7:17:04,401877,13.0,1
14,7:19:00,7:19:00,401878,13.0,1
