stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,11:04:00,11:04:00,903049,4.0,1
2,11:04:44,11:04:44,400258,4.0,1
3,11:05:50,11:05:50,400259,8.0,1
4,11:07:39,11:07:39,403910,8.0,1
5,11:09:01,11:09:01,400263,9.0,1
6,11:09:50,11:09:50,400264,9.0,1
7,11:10:51,11:10:51,400265,9.0,1
8,11:11:47,11:11:47,400266,8.0,1
9,11:12:57,11:12:57,400267,10.0,1
10,11:13:20,11:13:20,400268,10.0,1
11,11:16:46,11:16:46,400271,13.0,1
12,11:17:39,11:17:39,400272,15.0,1
13,11:19:35,11:19:35,400274,6.0,1
14,11:21:00,11:21:00,400275,15.0,2
15,11:22:40,11:22:40,400276,17.0,2
16,11:23:46,11:23:46,400277,19.0,2
17,11:24:55,11:24:55,400278,21.0,2
18,11:26:28,11:26:28,400279,21.0,2
19,11:28:23,11:28:23,400280,21.0,2
20,11:29:22,11:29:22,400281,24.0,2
21,11:30:35,11:30:35,400282,20.0,2
22,11:31:57,11:31:57,400283,22.0,2
23,11:34:03,11:34:03,400284,16.0,2
24,11:35:10,11:35:10,400285,22.0,2
25,11:36:57,11:36:57,400287,19.0,2
26,11:38:39,11:38:39,400288,18.0,2
27,11:39:46,11:39:46,400289,13.0,2
28,11:41:00,11:41:00,400290,18.0,2
29,11:42:55,11:42:55,404278,17.0,2
30,11:45:00,11:45:00,400107,16.0,1
31,11:47:36,11:47:36,400109,16.0,1
32,11:50:28,11:50:28,400111,14.0,1
33,11:54:53,11:54:53,404168,15.0,1
34,12:02:43,12:02:43,400119,15.0,1
35,12:06:47,12:06:47,400121,15.0,1
36,12:12:00,12:12:00,400124,15.0,1
37,12:16:12,12:16:12,400126,15.0,1
38,12:19:33,12:19:33,400129,13.0,1
39,12:23:08,12:23:08,400316,15.0,1
40,12:26:36,12:26:36,450123,15.0,1
41,12:33:00,12:33:00,400135,15.0,1
42,12:36:47,12:36:47,400324,10.0,1
43,12:41:00,12:41:00,400329,8.0,1
44,12:45:17,12:45:17,402857,4.0,1
45,12:48:15,12:48:15,400335,1.0,1
46,12:51:00,12:51:00,404010,1.0,1
