stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,20:40:00,20:40:00,405382,4.0,1
2,20:43:18,20:43:18,405318,9.0,2
3,20:45:12,20:45:12,403601,22.0,2
4,20:48:15,20:48:15,405319,8.0,3
5,20:52:27,20:52:27,405320,37.0,3
6,20:56:00,20:56:00,903093,42.0,3
7,21:00:00,21:00:00,405322,41.0,3
8,21:02:29,21:02:29,405323,45.0,3
9,21:03:33,21:03:33,404995,42.0,3
10,21:05:04,21:05:04,403480,37.0,3
11,21:07:15,21:07:15,401698,35.0,3
12,21:09:05,21:09:05,401701,34.0,3
13,21:11:18,21:11:18,401704,27.0,3
14,21:13:50,21:13:50,401707,37.0,3
15,21:17:07,21:17:07,401712,36.0,3
16,21:19:01,21:19:01,401715,30.0,2
17,21:22:00,21:22:00,903102,18.0,2
18,21:23:57,21:23:57,401723,12.0,1
19,21:26:11,21:26:11,401727,12.0,1
20,21:28:00,21:28:00,401731,7.0,1
21,21:29:00,21:29:00,803054,7.0,1
