stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,19:41:00,19:41:00,450222,10.0,1
2,19:42:47,19:42:47,401507,11.0,2
3,19:45:00,19:45:00,404286,20.0,2
4,19:46:22,19:46:22,401575,20.0,2
5,19:48:08,19:48:08,401294,23.0,2
6,19:49:45,19:49:45,401577,23.0,2
7,19:52:19,19:52:19,404271,26.0,2
8,19:54:00,19:54:00,403556,25.0,4
9,19:55:08,19:55:08,401191,56.0,4
10,19:56:16,19:56:16,401192,57.0,4
11,19:57:29,19:57:29,401193,47.0,3
12,19:58:22,19:58:22,401194,40.0,3
13,19:59:32,19:59:32,401195,26.0,2
14,20:00:45,20:00:45,401587,26.0,2
15,20:01:48,20:01:48,401589,32.0,2
16,20:03:43,20:03:43,401591,5.0,2
17,20:05:34,20:05:34,401595,23.0,2
18,20:06:23,20:06:23,401596,18.0,2
19,20:07:24,20:07:24,403808,8.0,2
20,20:08:44,20:08:44,401599,17.0,2
21,20:10:14,20:10:14,401600,17.0,2
22,20:11:15,20:11:15,403557,17.0,2
23,20:13:00,20:13:00,903088,17.0,2
