stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,22:06:00,22:06:00,405382,10.0,1
2,22:09:06,22:09:06,405318,10.0,2
3,22:10:52,22:10:52,403601,22.0,2
4,22:13:44,22:13:44,405319,22.0,2
5,22:17:40,22:17:40,405320,23.0,3
6,22:21:00,22:21:00,903093,34.0,3
7,22:25:00,22:25:00,405322,43.0,3
8,22:27:29,22:27:29,405323,43.0,3
9,22:28:33,22:28:33,404995,33.0,3
10,22:30:04,22:30:04,403480,30.0,2
11,22:32:15,22:32:15,401698,30.0,2
12,22:34:05,22:34:05,401701,28.0,2
13,22:36:18,22:36:18,401704,25.0,2
14,22:38:50,22:38:50,401707,27.0,2
15,22:42:07,22:42:07,401712,22.0,2
16,22:44:01,22:44:01,401715,23.0,2
17,22:47:00,22:47:00,903102,18.0,2
18,22:48:57,22:48:57,401723,13.0,1
19,22:51:11,22:51:11,401727,5.0,1
20,22:53:00,22:53:00,401731,6.0,1
21,22:54:00,22:54:00,803054,6.0,1
