stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,19:51:00,19:51:00,401732,17.0,2
2,19:51:39,19:51:39,401738,7.0,2
3,19:54:39,19:54:39,405348,8.0,1
4,19:57:41,19:57:41,405653,15.0,1
5,20:00:00,20:00:00,803182,16.0,2
6,20:03:30,20:03:30,903129,17.0,2
7,20:06:26,20:06:26,401756,16.0,2
8,20:10:25,20:10:25,401761,23.0,3
9,20:14:27,20:14:27,401765,33.0,3
10,20:16:58,20:16:58,401768,44.0,3
11,20:19:55,20:19:55,401771,44.0,3
12,20:22:58,20:22:58,405342,22.0,2
13,20:24:50,20:24:50,403525,29.0,2
14,20:26:49,20:26:49,401779,25.0,3
15,20:30:08,20:30:08,405340,33.0,3
16,20:35:00,20:35:00,803109,33.0,3
17,20:36:00,20:36:00,403849,30.0,2
18,20:39:09,20:39:09,405373,12.0,1
19,20:42:54,20:42:54,402112,12.0,1
20,20:46:17,20:46:17,403590,11.0,1
21,20:48:08,20:48:08,403754,12.0,1
22,20:51:00,20:51:00,803120,12.0,1
