stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:54:00,18:54:00,401954,2.0,1
2,18:54:31,18:54:31,401955,16.0,1
3,18:55:22,18:55:22,403632,16.0,1
4,18:56:51,18:56:51,401957,16.0,2
5,18:58:00,18:58:00,401958,29.0,3
6,19:01:03,19:01:03,401960,37.0,4
7,19:04:00,19:04:00,401961,57.0,4
8,19:07:00,19:07:00,401331,29.0,2
9,19:10:08,19:10:08,404075,29.0,2
10,19:11:56,19:11:56,401964,15.0,1
11,19:13:00,19:13:00,401965,15.0,1
12,19:14:53,19:14:53,401966,13.0,1
13,19:16:00,19:16:00,903004,13.0,1
