stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:49:00,7:49:00,401732,10.0,1
2,7:49:52,7:49:52,401738,10.0,2
3,7:53:51,7:53:51,405348,18.0,3
4,7:57:55,7:57:55,405653,34.0,3
5,8:01:00,8:01:00,803182,34.0,3
6,8:05:40,8:05:40,903129,9.0,1
7,8:09:34,8:09:34,401756,13.0,1
8,8:14:53,8:14:53,401761,14.0,4
9,8:20:17,8:20:17,401765,58.0,4
10,8:23:38,8:23:38,401768,58.0,4
11,8:27:34,8:27:34,401771,10.0,2
12,8:31:37,8:31:37,405342,29.0,2
13,8:34:07,8:34:07,403525,16.0,2
14,8:36:45,8:36:45,401779,17.0,2
15,8:41:11,8:41:11,405340,17.0,2
16,8:47:40,8:47:40,803109,7.0,1
17,8:49:00,8:49:00,403849,7.0,1
