stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:09:00,8:09:00,405003,7.0,1
2,8:10:01,8:10:01,401916,7.0,1
3,8:11:50,8:11:50,401917,7.0,1
4,8:13:02,8:13:02,402345,7.0,1
5,8:14:28,8:14:28,402346,11.0,2
6,8:15:38,8:15:38,402347,19.0,2
7,8:17:37,8:17:37,402348,19.0,2
8,8:18:51,8:18:51,402349,28.0,2
9,8:20:36,8:20:36,403726,28.0,2
10,8:22:00,8:22:00,402351,28.0,2
11,8:23:18,8:23:18,403297,26.0,2
12,8:25:00,8:25:00,903344,26.0,2
13,8:26:20,8:26:20,402355,26.0,2
14,8:27:10,8:27:10,405389,24.0,2
15,8:29:55,8:29:55,404266,25.0,2
16,8:32:16,8:32:16,402222,25.0,2
17,8:34:00,8:34:00,402223,25.0,2
18,8:36:01,8:36:01,402224,25.0,2
19,8:37:25,8:37:25,403617,15.0,1
20,8:40:00,8:40:00,803117,3.0,1
21,8:41:26,8:41:26,402228,5.0,1
22,8:43:43,8:43:43,402229,5.0,1
23,8:45:41,8:45:41,400744,5.0,1
24,8:47:00,8:47:00,400745,4.0,1
25,8:49:27,8:49:27,402233,4.0,1
26,8:51:29,8:51:29,403986,4.0,1
27,8:55:00,8:55:00,903074,4.0,1
