stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:32:00,7:32:00,404911,10.0,1
2,7:32:53,7:32:53,401036,10.0,1
3,7:34:00,7:34:00,401037,10.0,1
4,7:35:09,7:35:09,401038,10.0,1
5,7:36:47,7:36:47,401039,10.0,1
6,7:38:08,7:38:08,405087,10.0,1
7,7:39:52,7:39:52,405092,10.0,4
8,7:41:31,7:41:31,400394,55.0,4
9,7:43:00,7:43:00,401044,55.0,4
10,7:45:07,7:45:07,401045,55.0,4
11,7:47:00,7:47:00,401988,55.0,4
12,7:49:06,7:49:06,401989,55.0,4
13,7:51:00,7:51:00,401990,56.0,4
14,7:53:29,7:53:29,401992,55.0,4
15,7:55:31,7:55:31,401993,55.0,4
16,7:57:09,7:57:09,401994,55.0,4
17,8:00:00,8:00:00,401727,19.0,2
18,8:00:17,8:00:17,401729,19.0,2
19,8:00:26,8:00:26,401730,17.0,2
20,8:01:00,8:01:00,803059,17.0,2
