stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,12:16:00,12:16:00,404362,11.0,1
2,12:17:17,12:17:17,403791,11.0,1
3,12:19:00,12:19:00,402653,16.0,3
4,12:20:47,12:20:47,402723,34.0,3
5,12:22:59,12:22:59,405416,38.0,3
6,12:24:00,12:24:00,402657,35.0,3
7,12:26:29,12:26:29,402658,42.0,3
8,12:28:55,12:28:55,402659,35.0,3
9,12:31:39,12:31:39,402660,38.0,3
10,12:33:00,12:33:00,402661,32.0,2
11,12:35:29,12:35:29,402662,28.0,2
12,12:37:39,12:37:39,403671,27.0,2
13,12:40:00,12:40:00,403672,26.0,2
14,12:40:51,12:40:51,403673,32.0,2
15,12:42:01,12:42:01,403674,32.0,2
16,12:48:00,12:48:00,101014,26.0,2
17,12:50:25,12:50:25,101015,26.0,2
18,12:53:57,12:53:57,101017,26.0,2
19,12:55:42,12:55:42,101018,20.0,2
20,12:59:00,12:59:00,103708,20.0,2
