stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,6:57:00,6:57:00,403487,10.0,1
2,6:57:40,6:57:40,403488,10.0,1
3,6:58:57,6:58:57,403489,10.0,2
4,6:59:37,6:59:37,403491,26.0,2
5,7:00:00,7:00:00,403573,27.0,2
6,7:00:53,7:00:53,403492,27.0,2
7,7:04:19,7:04:19,403494,27.0,2
8,7:05:00,7:05:00,404994,27.0,2
9,7:07:26,7:07:26,403495,27.0,2
10,7:11:00,7:11:00,403497,27.0,2
11,7:12:00,7:12:00,403993,27.0,2
12,7:13:01,7:13:01,403994,27.0,2
13,7:14:49,7:14:49,403995,27.0,2
14,7:16:00,7:16:00,403996,27.0,2
