stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,5:35:00,5:35:00,400087,3.0,1
2,5:35:32,5:35:32,400088,3.0,1
3,5:36:45,5:36:45,400089,3.0,1
4,5:37:51,5:37:51,404339,7.0,1
5,5:38:35,5:38:35,404338,7.0,1
6,5:39:22,5:39:22,401069,5.0,1
7,5:40:23,5:40:23,401070,5.0,1
8,5:41:30,5:41:30,404337,6.0,1
9,5:42:14,5:42:14,404336,6.0,1
10,5:43:00,5:43:00,404284,5.0,1
11,5:43:46,5:43:46,401074,5.0,1
12,5:44:36,5:44:36,404978,4.0,1
13,5:45:22,5:45:22,404274,8.0,1
14,5:46:21,5:46:21,401078,4.0,1
15,5:47:00,5:47:00,401079,5.0,1
16,5:47:51,5:47:51,400482,9.0,1
17,5:48:22,5:48:22,400483,9.0,1
18,5:49:15,5:49:15,400484,9.0,1
19,5:49:59,5:49:59,403392,11.0,1
20,5:50:37,5:50:37,401084,16.0,1
21,5:51:09,5:51:09,401085,16.0,1
22,5:52:00,5:52:00,401086,16.0,1
23,5:53:07,5:53:07,401087,11.0,1
24,5:53:55,5:53:55,401088,16.0,1
25,5:54:48,5:54:48,403362,15.0,1
26,5:55:47,5:55:47,401090,15.0,1
27,5:56:25,5:56:25,401091,10.0,1
28,5:57:21,5:57:21,401092,15.0,1
29,5:58:19,5:58:19,401093,15.0,1
30,5:58:58,5:58:58,401094,10.0,1
31,6:00:00,6:00:00,404838,14.0,1
32,6:00:40,6:00:40,401096,14.0,1
33,6:01:23,6:01:23,403372,14.0,1
34,6:02:06,6:02:06,401099,11.0,1
35,6:02:47,6:02:47,401100,14.0,1
36,6:03:20,6:03:20,401101,11.0,1
37,6:04:00,6:04:00,400858,11.0,1
38,6:05:00,6:05:00,400860,11.0,1
39,6:05:38,6:05:38,903233,11.0,1
40,6:05:48,6:05:48,400861,11.0,1
41,6:06:19,6:06:19,403781,11.0,1
42,6:07:37,6:07:37,405291,10.0,1
43,6:08:35,6:08:35,400950,10.0,1
44,6:09:13,6:09:13,405295,10.0,1
45,6:10:00,6:10:00,403797,8.0,1
46,6:11:23,6:11:23,405297,5.0,1
47,6:12:07,6:12:07,450045,4.0,1
48,6:13:15,6:13:15,401359,6.0,1
49,6:14:00,6:14:00,401360,6.0,1
50,6:14:35,6:14:35,401361,6.0,1
51,6:15:10,6:15:10,401363,5.0,1
52,6:15:47,6:15:47,401364,6.0,1
53,6:16:13,6:16:13,404244,6.0,1
54,6:16:48,6:16:48,401366,6.0,1
55,6:17:21,6:17:21,405298,3.0,1
56,6:18:03,6:18:03,401294,2.0,1
57,6:19:00,6:19:00,903325,2.0,1
