stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,25:10:00,25:10:00,405579,2.0,1
2,25:10:28,25:10:28,404991,2.0,1
3,25:11:10,25:11:10,403914,2.0,1
4,25:11:59,25:11:59,400929,2.0,1
5,25:12:59,25:12:59,400731,2.0,1
6,25:13:32,25:13:32,400732,2.0,1
7,25:14:12,25:14:12,405582,2.0,1
8,25:15:00,25:15:00,400933,2.0,1
9,25:16:05,25:16:05,404039,3.0,1
10,25:16:50,25:16:50,404040,4.0,1
11,25:17:29,25:17:29,400936,4.0,1
12,25:18:23,25:18:23,404043,6.0,1
13,25:18:58,25:18:58,400938,6.0,1
14,25:19:40,25:19:40,403132,2.0,1
15,25:20:08,25:20:08,400940,6.0,1
16,25:21:01,25:21:01,400941,7.0,1
17,25:21:51,25:21:51,404992,7.0,1
18,25:22:45,25:22:45,400943,7.0,1
19,25:23:40,25:23:40,401014,1.0,1
20,25:24:15,25:24:15,401015,7.0,1
21,25:25:04,25:25:04,401016,11.0,1
22,25:26:02,25:26:02,400747,11.0,1
23,25:27:01,25:27:01,403271,11.0,1
24,25:28:01,25:28:01,400750,3.0,1
25,25:29:00,25:29:00,401021,10.0,1
26,25:29:22,25:29:22,401022,3.0,1
27,25:29:52,25:29:52,401023,10.0,1
28,25:30:13,25:30:13,401024,3.0,1
29,25:30:36,25:30:36,401025,9.0,1
30,25:30:58,25:30:58,401026,9.0,1
31,25:31:31,25:31:31,401027,9.0,1
32,25:31:57,25:31:57,404320,8.0,1
33,25:32:23,25:32:23,401029,3.0,1
34,25:32:44,25:32:44,401030,9.0,1
35,25:33:17,25:33:17,401031,9.0,1
36,25:33:39,25:33:39,401032,4.0,1
37,25:34:00,25:34:00,401033,9.0,1
38,25:34:28,25:34:28,401034,5.0,1
39,25:35:03,25:35:03,401035,9.0,1
40,25:35:36,25:35:36,401036,10.0,1
41,25:36:30,25:36:30,401037,4.0,1
42,25:36:56,25:36:56,401038,9.0,1
43,25:37:35,25:37:35,401039,9.0,1
44,25:38:06,25:38:06,405087,9.0,1
45,25:38:47,25:38:47,405092,9.0,1
46,25:39:25,25:39:25,400394,5.0,1
47,25:40:00,25:40:00,401044,5.0,1
48,25:41:10,25:41:10,401045,5.0,1
49,25:42:13,25:42:13,404341,7.0,1
50,25:43:07,25:43:07,401047,4.0,1
51,25:44:02,25:44:02,404333,4.0,1
52,25:45:00,25:45:00,404334,6.0,1
53,25:45:39,25:45:39,401051,3.0,1
54,25:46:16,25:46:16,401052,4.0,1
55,25:47:10,25:47:10,405014,4.0,1
56,25:47:52,25:47:52,401055,2.0,1
57,25:48:45,25:48:45,401056,4.0,1
58,25:49:19,25:49:19,400062,2.0,1
59,25:50:14,25:50:14,404335,1.0,1
60,25:51:09,25:51:09,400065,1.0,1
61,25:51:50,25:51:50,400066,1.0,1
62,25:52:37,25:52:37,400067,1.0,1
63,25:54:00,25:54:00,803003,1.0,1
