stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:58:00,7:58:00,803055,3.0,1
2,7:58:28,7:58:28,401812,3.0,1
3,8:01:08,8:01:08,401813,3.0,1
4,8:03:35,8:03:35,401814,11.0,1
5,8:06:18,8:06:18,403238,11.0,2
6,8:08:00,8:08:00,403239,29.0,2
7,8:09:26,8:09:26,403240,29.0,2
8,8:11:00,8:11:00,403241,29.0,2
9,8:12:03,8:12:03,403242,28.0,2
10,8:13:50,8:13:50,403465,29.0,2
11,8:14:59,8:14:59,404160,29.0,2
12,8:15:56,8:15:56,403459,29.0,2
13,8:17:00,8:17:00,403245,14.0,1
14,8:17:28,8:17:28,403246,14.0,1
15,8:18:40,8:18:40,403247,5.0,1
16,8:19:41,8:19:41,403248,5.0,1
17,8:21:00,8:21:00,903046,5.0,1
