stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,6:58:00,6:58:00,403522,16.0,2
2,7:00:00,7:00:00,403523,18.0,2
3,7:00:52,7:00:52,401024,20.0,2
4,7:02:47,7:02:47,401867,20.0,2
5,7:03:43,7:03:43,401868,20.0,2
6,7:05:55,7:05:55,401869,20.0,2
7,7:08:00,7:08:00,401870,20.0,2
8,7:09:11,7:09:11,404858,20.0,2
9,7:10:57,7:10:57,405169,20.0,2
10,7:12:19,7:12:19,405369,20.0,2
11,7:13:59,7:13:59,401875,20.0,2
12,7:15:41,7:15:41,401876,20.0,2
13,7:17:04,7:17:04,401877,20.0,2
14,7:19:00,7:19:00,401878,20.0,2
