stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:45:00,8:45:00,903093,30.0,5
2,8:49:00,8:49:00,405322,71.0,5
3,8:52:29,8:52:29,405323,57.0,4
4,8:54:00,8:54:00,404995,24.0,3
5,8:56:09,8:56:09,403480,42.0,3
6,8:59:13,8:59:13,401698,25.0,2
7,9:01:48,9:01:48,401701,23.0,2
8,9:04:55,9:04:55,401704,16.0,1
9,9:08:30,9:08:30,401707,9.0,2
10,9:13:07,9:13:07,401712,17.0,2
11,9:15:48,9:15:48,401715,20.0,2
12,9:20:00,9:20:00,903102,19.0,2
13,9:22:16,9:22:16,401723,22.0,2
14,9:24:52,9:24:52,401727,10.0,1
15,9:27:00,9:27:00,401731,5.0,1
16,9:29:00,9:29:00,803054,5.0,1
