stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:25:00,18:25:00,401528,5.0,1
2,18:26:09,18:26:09,401529,5.0,1
3,18:26:57,18:26:57,403313,5.0,1
4,18:28:00,18:28:00,403312,2.0,1
5,18:29:01,18:29:01,401531,12.0,1
6,18:30:05,18:30:05,401532,12.0,1
7,18:31:05,18:31:05,401533,6.0,1
8,18:32:15,18:32:15,401535,15.0,1
9,18:33:00,18:33:00,401536,6.0,1
10,18:34:52,18:34:52,401538,5.0,2
11,18:36:33,18:36:33,400336,17.0,2
12,18:38:01,18:38:01,400337,5.0,1
13,18:39:00,18:39:00,404010,14.0,1
14,18:39:57,18:39:57,401542,9.0,1
15,18:41:36,18:41:36,401543,13.0,1
16,18:43:49,18:43:49,401544,13.0,1
17,18:45:00,18:45:00,401545,5.0,1
18,18:45:48,18:45:48,401547,4.0,1
19,18:46:39,18:46:39,401548,3.0,1
20,18:47:32,18:47:32,401549,5.0,1
21,18:48:15,18:48:15,401591,5.0,1
22,18:49:00,18:49:00,803177,5.0,1
