stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,6:57:00,6:57:00,401732,11.0,1
2,6:57:47,6:57:47,401738,11.0,1
3,7:01:27,7:01:27,405348,15.0,2
4,7:05:11,7:05:11,405653,31.0,2
5,7:08:00,7:08:00,803182,31.0,2
6,7:11:48,7:11:48,903129,31.0,2
7,7:14:58,7:14:58,401756,31.0,2
8,7:19:17,7:19:17,401761,31.0,2
9,7:23:40,7:23:40,401765,31.0,2
10,7:26:23,7:26:23,401768,31.0,2
11,7:29:35,7:29:35,401771,31.0,2
12,7:32:53,7:32:53,405342,31.0,2
13,7:34:55,7:34:55,403525,31.0,2
14,7:37:03,7:37:03,401779,31.0,2
15,7:40:39,7:40:39,405340,31.0,2
16,7:45:55,7:45:55,803109,13.0,1
17,7:47:00,7:47:00,403849,13.0,1
