stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,6:51:00,6:51:00,400639,2.0,1
2,6:52:40,6:52:40,400640,5.0,1
3,6:54:00,6:54:00,400641,8.0,1
4,6:55:05,6:55:05,400642,12.0,1
5,6:55:52,6:55:52,400643,13.0,3
6,6:56:41,6:56:41,400644,33.0,3
7,6:59:06,6:59:06,400799,32.0,3
8,6:59:58,6:59:58,404124,39.0,3
9,7:01:00,7:01:00,404125,20.0,2
10,7:23:32,7:23:32,403415,20.0,2
11,7:27:40,7:27:40,403416,20.0,2
12,7:31:14,7:31:14,403417,20.0,2
13,7:34:52,7:34:52,403418,20.0,2
14,7:38:24,7:38:24,403419,20.0,2
15,7:40:56,7:40:56,402826,20.0,2
16,7:43:32,7:43:32,403421,20.0,2
17,7:45:00,7:45:00,903105,20.0,2
