stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,20:05:00,20:05:00,405308,7.0,1
2,20:07:33,20:07:33,404865,4.0,1
3,20:08:35,20:08:35,405086,4.0,1
4,20:09:44,20:09:44,400853,4.0,1
5,20:11:00,20:11:00,405237,2.0,1
6,20:13:06,20:13:06,403606,5.0,1
7,20:15:00,20:15:00,402269,9.0,1
8,20:15:50,20:15:50,401344,2.0,1
9,20:16:30,20:16:30,401345,12.0,1
10,20:21:14,20:21:14,403494,12.0,1
11,20:22:00,20:22:00,404994,11.0,1
12,20:22:35,20:22:35,405489,7.0,1
13,20:23:23,20:23:23,400029,7.0,1
14,20:24:38,20:24:38,402290,11.0,1
15,20:26:00,20:26:00,402292,11.0,1
16,20:26:55,20:26:55,402293,5.0,1
17,20:27:55,20:27:55,405365,5.0,1
18,20:29:08,20:29:08,402295,5.0,1
19,20:30:00,20:30:00,803058,5.0,1
