stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,10:31:00,10:31:00,503848,10.0,1
2,10:33:32,10:33:32,904242,10.0,1
3,10:40:24,10:40:24,503853,10.0,1
4,10:42:54,10:42:54,503855,10.0,1
5,10:44:11,10:44:11,504517,10.0,1
6,10:48:50,10:48:50,503870,10.0,1
7,10:51:00,10:51:00,504007,10.0,1
8,11:11:05,11:11:05,405414,10.0,1
9,11:12:31,11:12:31,405419,9.0,1
10,11:13:11,11:13:11,405473,9.0,1
11,11:15:43,11:15:43,405415,9.0,1
12,11:17:56,11:17:56,405426,9.0,1
13,11:20:20,11:20:20,405425,9.0,1
14,11:22:03,11:22:03,803161,4.0,1
15,11:23:25,11:23:25,405234,4.0,1
16,11:24:38,11:24:38,403147,4.0,1
17,11:28:00,11:28:00,402018,4.0,1
