trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OF_A5-Weekday-SDon-092200_SBS15_417,15:22:00,15:22:00,401732,1,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:22:52,15:22:52,401738,2,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:26:51,15:26:51,405348,3,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:30:55,15:30:55,405653,4,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:34:00,15:34:00,803182,5,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:38:46,15:38:46,903129,6,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:42:45,15:42:45,401756,7,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:48:11,15:48:11,401761,8,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:53:41,15:53:41,401765,9,5
OF_A5-Weekday-SDon-092200_SBS15_417,15:57:06,15:57:06,401768,10,3
OF_A5-Weekday-SDon-092200_SBS15_417,16:01:07,16:01:07,401771,11,3
OF_A5-Weekday-SDon-092200_SBS15_417,16:05:16,16:05:16,405342,12,3
OF_A5-Weekday-SDon-092200_SBS15_417,16:07:49,16:07:49,403525,13,4
OF_A5-Weekday-SDon-092200_SBS15_417,16:10:30,16:10:30,401779,14,4
OF_A5-Weekday-SDon-092200_SBS15_417,16:15:01,16:15:01,405340,15,4
OF_A5-Weekday-SDon-092200_SBS15_417,16:21:38,16:21:38,803109,16,1
OF_A5-Weekday-SDon-092200_SBS15_417,16:23:00,16:23:00,403849,17,1
OF_A5-Weekday-SDon-092200_SBS15_417,16:26:34,16:26:34,405373,18,1
OF_A5-Weekday-SDon-092200_SBS15_417,16:30:49,16:30:49,402112,19,1
OF_A5-Weekday-SDon-092200_SBS15_417,16:34:40,16:34:40,403590,20,1
OF_A5-Weekday-SDon-092200_SBS15_417,16:36:45,16:36:45,403754,21,1
OF_A5-Weekday-SDon-092200_SBS15_417,16:40:00,16:40:00,803120,22,1
