arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
22:12:00,22:12:00,903341,1,1
22:14:53,22:14:53,404008,2,1
22:15:37,22:15:37,402764,3,1
22:16:38,22:16:38,405186,4,1
22:17:17,22:17:17,402766,5,1
22:18:07,22:18:07,402767,6,1
22:19:34,22:19:34,402769,7,1
22:20:51,22:20:51,405069,8,1
22:21:57,22:21:57,402772,9,1
22:22:49,22:22:49,402773,10,1
22:23:30,22:23:30,402774,11,1
22:24:43,22:24:43,405070,12,1
22:26:00,22:26:00,404949,13,1
22:27:32,22:27:32,402638,14,1
22:28:31,22:28:31,402639,15,1
22:30:02,22:30:02,402641,16,1
22:31:13,22:31:13,402642,17,1
22:32:01,22:32:01,402643,18,1
22:33:24,22:33:24,402644,19,1
22:34:19,22:34:19,402645,20,1
22:35:39,22:35:39,402646,21,1
22:36:31,22:36:31,402647,22,1
22:37:50,22:37:50,405078,23,1
22:39:39,22:39:39,401458,24,1
22:40:27,22:40:27,401459,25,1
22:42:00,22:42:00,402653,26,1
22:43:06,22:43:06,402723,27,1
22:44:27,22:44:27,405416,28,1
22:45:05,22:45:05,402657,29,1
22:46:43,22:46:43,402658,30,1
22:48:18,22:48:18,402659,31,1
22:50:06,22:50:06,402660,32,1
22:51:00,22:51:00,402661,33,1
22:51:58,22:51:58,402662,34,1
22:53:00,22:53:00,404255,35,1
22:54:02,22:54:02,402805,36,1
22:55:08,22:55:08,405057,37,1
22:56:18,22:56:18,403416,38,1
22:56:52,22:56:52,402809,39,1
22:58:23,22:58:23,402811,40,1
22:59:55,22:59:55,403417,41,1
23:00:41,23:00:41,401973,42,1
23:01:22,23:01:22,401974,43,1
23:02:00,23:02:00,402816,44,1
23:03:28,23:03:28,403749,45,1
23:06:00,23:06:00,403418,46,1
23:06:37,23:06:37,402819,47,1
23:07:27,23:07:27,404947,48,1
23:08:28,23:08:28,405066,49,1
23:09:29,23:09:29,403419,50,1
23:10:40,23:10:40,404321,51,1
23:11:59,23:11:59,402826,52,1
23:12:52,23:12:52,404854,53,1
23:13:56,23:13:56,402829,54,1
23:14:32,23:14:32,403421,55,1
23:15:25,23:15:25,402831,56,1
23:16:00,23:16:00,403422,57,1
23:17:46,23:17:46,405406,58,1
23:18:47,23:18:47,402835,59,1
23:20:00,23:20:00,404171,60,1
23:21:25,23:21:25,402838,61,1
23:22:53,23:22:53,402839,62,1
23:23:55,23:23:55,403424,63,1
23:25:39,23:25:39,402842,64,1
23:28:00,23:28:00,403425,65,1
23:28:42,23:28:42,402845,66,1
23:29:45,23:29:45,405530,67,1
23:30:58,23:30:58,403821,68,1
23:32:21,23:32:21,403822,69,1
23:33:27,23:33:27,402851,70,1
23:34:16,23:34:16,402852,71,1
23:35:01,23:35:01,405272,72,1
23:36:00,23:36:00,402854,73,1
23:37:23,23:37:23,403772,74,1
23:38:30,23:38:30,402856,75,1
23:39:40,23:39:40,404106,76,1
23:40:53,23:40:53,402858,77,1
23:42:00,23:42:00,903148,78,1
