trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-044400_SB79_X01,7:24:00,7:24:00,401880,1,1
MQ_A5-Weekday-044400_SB79_X01,7:25:22,7:25:22,401881,2,1
MQ_A5-Weekday-044400_SB79_X01,7:26:16,7:26:16,401882,3,1
MQ_A5-Weekday-044400_SB79_X01,7:28:05,7:28:05,401883,4,1
MQ_A5-Weekday-044400_SB79_X01,7:29:28,7:29:28,401884,5,2
MQ_A5-Weekday-044400_SB79_X01,7:30:20,7:30:20,404860,6,2
MQ_A5-Weekday-044400_SB79_X01,7:31:59,7:31:59,401887,7,2
MQ_A5-Weekday-044400_SB79_X01,7:33:00,7:33:00,403989,8,2
MQ_A5-Weekday-044400_SB79_X01,7:35:26,7:35:26,401889,9,2
MQ_A5-Weekday-044400_SB79_X01,7:37:55,7:37:55,401890,10,1
MQ_A5-Weekday-044400_SB79_X01,7:39:20,7:39:20,404838,11,1
MQ_A5-Weekday-044400_SB79_X01,7:40:57,7:40:57,403733,12,1
MQ_A5-Weekday-044400_SB79_X01,7:42:00,7:42:00,401893,13,1
MQ_A5-Weekday-044400_SB79_X01,7:54:00,7:54:00,903286,14,1
