trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-108700_M9_61,18:07:00,18:07:00,405396,1,1
MQ_A5-Weekday-108700_M9_61,18:07:50,18:07:50,402048,2,1
MQ_A5-Weekday-108700_M9_61,18:08:58,18:08:58,402049,3,1
MQ_A5-Weekday-108700_M9_61,18:12:07,18:12:07,401832,4,1
MQ_A5-Weekday-108700_M9_61,18:13:11,18:13:11,405390,5,1
MQ_A5-Weekday-108700_M9_61,18:15:22,18:15:22,404264,6,1
MQ_A5-Weekday-108700_M9_61,18:16:57,18:16:57,402054,7,1
MQ_A5-Weekday-108700_M9_61,18:17:58,18:17:58,402055,8,1
MQ_A5-Weekday-108700_M9_61,18:18:56,18:18:56,402056,9,1
MQ_A5-Weekday-108700_M9_61,18:20:00,18:20:00,402057,10,2
MQ_A5-Weekday-108700_M9_61,18:21:36,18:21:36,401589,11,2
MQ_A5-Weekday-108700_M9_61,18:23:00,18:23:00,403307,12,2
MQ_A5-Weekday-108700_M9_61,18:24:12,18:24:12,403306,13,2
MQ_A5-Weekday-108700_M9_61,18:25:26,18:25:26,403305,14,2
MQ_A5-Weekday-108700_M9_61,18:27:19,18:27:19,403304,15,2
MQ_A5-Weekday-108700_M9_61,18:28:18,18:28:18,403303,16,2
MQ_A5-Weekday-108700_M9_61,18:30:03,18:30:03,402067,17,2
MQ_A5-Weekday-108700_M9_61,18:32:00,18:32:00,401202,18,2
MQ_A5-Weekday-108700_M9_61,18:33:50,18:33:50,403319,19,2
MQ_A5-Weekday-108700_M9_61,18:34:54,18:34:54,403318,20,2
MQ_A5-Weekday-108700_M9_61,18:36:00,18:36:00,401206,21,1
MQ_A5-Weekday-108700_M9_61,18:38:06,18:38:06,404287,22,1
MQ_A5-Weekday-108700_M9_61,18:39:12,18:39:12,401208,23,1
MQ_A5-Weekday-108700_M9_61,18:40:36,18:40:36,401209,24,1
MQ_A5-Weekday-108700_M9_61,18:42:00,18:42:00,401210,25,1
MQ_A5-Weekday-108700_M9_61,18:42:36,18:42:36,402870,26,1
MQ_A5-Weekday-108700_M9_61,18:46:00,18:46:00,903282,27,1
MQ_A5-Weekday-108700_M9_61,18:47:32,18:47:32,405386,28,1
MQ_A5-Weekday-108700_M9_61,18:48:01,18:48:01,903298,29,1
MQ_A5-Weekday-108700_M9_61,18:53:01,18:53:01,403397,30,1
MQ_A5-Weekday-108700_M9_61,18:54:00,18:54:00,803108,31,1
