arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
20:03:00,20:03:00,401608,1,1
20:04:54,20:04:54,401575,2,1
20:06:33,20:06:33,401294,3,2
20:08:03,20:08:03,401577,4,2
20:10:26,20:10:26,404271,5,3
20:12:00,20:12:00,403556,6,3
20:13:19,20:13:19,401191,7,3
20:14:39,20:14:39,401192,8,3
20:16:05,20:16:05,401193,9,3
20:17:07,20:17:07,401194,10,3
20:18:55,20:18:55,401610,11,3
20:21:37,20:21:37,405576,12,2
20:23:34,20:23:34,405577,13,2
20:26:40,20:26:40,403318,14,2
20:28:00,20:28:00,403475,15,2
20:29:23,20:29:23,401139,16,1
20:30:29,20:30:29,401140,17,1
20:31:42,20:31:42,401141,18,1
20:32:40,20:32:40,401142,19,1
20:34:00,20:34:00,903025,20,1
