arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
10:16:00,10:16:00,450222,1,1
10:17:47,10:17:47,401507,2,1
10:20:00,10:20:00,404286,3,1
10:21:22,10:21:22,401575,4,1
10:23:08,10:23:08,401294,5,2
10:24:45,10:24:45,401577,6,2
10:27:19,10:27:19,404271,7,3
10:29:00,10:29:00,403556,8,3
10:30:08,10:30:08,401191,9,3
10:31:16,10:31:16,401192,10,3
10:32:29,10:32:29,401193,11,4
10:33:22,10:33:22,401194,12,4
10:34:32,10:34:32,401195,13,4
10:35:45,10:35:45,401587,14,4
10:36:48,10:36:48,401589,15,3
10:38:43,10:38:43,401591,16,3
10:40:34,10:40:34,401595,17,2
10:41:23,10:41:23,401596,18,1
10:42:24,10:42:24,403808,19,1
10:43:44,10:43:44,401599,20,1
10:45:14,10:45:14,401600,21,1
10:46:15,10:46:15,403557,22,1
10:48:00,10:48:00,903088,23,1
