arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
7:43:00,7:43:00,401732,1,2
7:43:52,7:43:52,401738,2,2
7:47:51,7:47:51,405348,3,2
7:51:55,7:51:55,405653,4,3
7:55:00,7:55:00,803182,5,3
7:59:11,7:59:11,903129,6,4
8:02:41,8:02:41,401756,7,4
8:07:27,8:07:27,401761,8,5
8:12:16,8:12:16,401765,9,5
8:15:16,8:15:16,401768,10,5
8:18:48,8:18:48,401771,11,3
8:22:26,8:22:26,405342,12,3
8:24:40,8:24:40,403525,13,2
8:27:02,8:27:02,401779,14,2
8:30:59,8:30:59,405340,15,2
8:36:48,8:36:48,803109,16,1
8:38:00,8:38:00,403849,17,1
