arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
20:54:00,20:54:00,405067,1,1
20:55:00,20:55:00,400903,2,1
20:56:06,20:56:06,405256,3,1
20:57:00,20:57:00,400070,4,1
20:57:58,20:57:58,400071,5,1
20:59:00,20:59:00,404108,6,1
21:00:01,21:00:01,405279,7,1
21:00:23,21:00:23,400910,8,1
21:01:15,21:01:15,405024,9,1
21:02:28,21:02:28,400913,10,1
21:03:09,21:03:09,403847,11,1
21:04:00,21:04:00,405635,12,1
21:04:42,21:04:42,400916,13,1
21:05:28,21:05:28,400917,14,1
21:06:07,21:06:07,404132,15,1
21:07:00,21:07:00,400919,16,1
21:08:24,21:08:24,400722,17,1
21:09:51,21:09:51,400723,18,1
21:11:07,21:11:07,400724,19,1
21:12:00,21:12:00,400725,20,1
21:13:15,21:13:15,400726,21,1
21:14:15,21:14:15,404991,22,1
21:15:20,21:15:20,403914,23,1
21:16:35,21:16:35,400929,24,1
21:18:09,21:18:09,400731,25,1
21:18:59,21:18:59,400732,26,1
21:20:00,21:20:00,403769,27,1
21:21:20,21:21:20,400933,28,1
21:23:00,21:23:00,404039,29,1
21:24:10,21:24:10,404040,30,1
21:25:10,21:25:10,400936,31,1
21:26:00,21:26:00,803081,32,1
