arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
23:38:00,23:38:00,401732,1,1
23:38:48,23:38:48,401738,2,1
23:39:51,23:39:51,401739,3,1
23:40:55,23:40:55,401740,4,1
23:42:00,23:42:00,401741,5,1
23:43:03,23:43:03,401742,6,1
23:43:44,23:43:44,803228,7,1
23:44:48,23:44:48,401744,8,1
23:45:33,23:45:33,401745,9,1
23:46:32,23:46:32,401746,10,1
23:47:12,23:47:12,401747,11,1
23:48:29,23:48:29,401748,12,1
23:49:00,23:49:00,401749,13,1
23:49:39,23:49:39,403342,14,1
23:50:10,23:50:10,405233,15,1
23:51:00,23:51:00,405307,16,1
23:51:33,23:51:33,401753,17,1
23:52:29,23:52:29,401754,18,1
23:53:03,23:53:03,401755,19,1
23:54:00,23:54:00,401756,20,1
23:54:54,23:54:54,401758,21,1
23:55:49,23:55:49,401759,22,1
23:56:25,23:56:25,401760,23,1
23:57:00,23:57:00,401761,24,1
23:57:49,23:57:49,401762,25,1
23:58:33,23:58:33,401763,26,1
23:59:45,23:59:45,401764,27,1
24:01:19,24:01:19,401765,28,1
24:02:27,24:02:27,403887,29,1
24:04:00,24:04:00,401768,30,1
24:05:24,24:05:24,401769,31,1
24:07:20,24:07:20,401771,32,1
24:08:32,24:08:32,401772,33,1
24:09:29,24:09:29,404909,34,1
24:11:00,24:11:00,903266,35,1
24:11:39,24:11:39,401775,36,1
24:12:27,24:12:27,405336,37,1
24:13:36,24:13:36,401778,38,1
24:14:20,24:14:20,401779,39,1
24:15:16,24:15:16,401780,40,1
24:16:12,24:16:12,401781,41,1
24:17:00,24:17:00,401782,42,1
24:18:06,24:18:06,404105,43,1
24:19:19,24:19:19,401784,44,1
24:20:25,24:20:25,401785,45,1
24:21:36,24:21:36,401786,46,1
24:22:59,24:22:59,401787,47,1
24:24:00,24:24:00,403849,48,1
24:25:35,24:25:35,403647,49,1
24:27:09,24:27:09,405373,50,1
24:27:56,24:27:56,401793,51,1
24:29:00,24:29:00,404844,52,1
24:29:55,24:29:55,402111,53,1
24:30:56,24:30:56,402112,54,1
24:31:40,24:31:40,903054,55,1
24:32:23,24:32:23,404327,56,1
24:33:12,24:33:12,401797,57,1
24:34:23,24:34:23,403590,58,1
24:34:59,24:34:59,403831,59,1
24:36:32,24:36:32,405337,60,1
24:37:06,24:37:06,401802,61,1
24:38:33,24:38:33,903297,62,1
24:39:00,24:39:00,803002,63,1
