arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
11:03:00,11:03:00,402100,1,2
11:06:38,11:06:38,402103,2,2
11:07:46,11:07:46,401147,3,2
11:09:45,11:09:45,401149,4,3
11:11:22,11:11:22,401150,5,3
11:13:00,11:13:00,403317,6,3
11:14:51,11:14:51,403732,7,3
11:18:04,11:18:04,403320,8,3
11:20:25,11:20:25,401657,9,3
11:23:46,11:23:46,401659,10,3
11:25:24,11:25:24,401183,11,3
11:26:30,11:26:30,404029,12,3
11:28:47,11:28:47,403870,13,3
11:30:30,11:30:30,403871,14,3
11:32:00,11:32:00,403906,15,2
11:33:34,11:33:34,403893,16,2
11:34:44,11:34:44,403894,17,2
11:36:55,11:36:55,403895,18,2
11:38:39,11:38:39,403896,19,2
11:40:31,11:40:31,403897,20,2
11:42:00,11:42:00,405133,21,2
11:43:00,11:43:00,401388,22,2
