trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MV_A5-Weekday-152000_M104_127,25:20:00,25:20:00,405374,1,1
MV_A5-Weekday-152000_M104_127,25:20:37,25:20:37,404919,2,1
MV_A5-Weekday-152000_M104_127,25:21:18,25:21:18,404872,3,1
MV_A5-Weekday-152000_M104_127,25:22:07,25:22:07,404846,4,1
MV_A5-Weekday-152000_M104_127,25:22:51,25:22:51,401239,5,1
MV_A5-Weekday-152000_M104_127,25:23:49,25:23:49,405393,6,1
MV_A5-Weekday-152000_M104_127,25:24:40,25:24:40,903209,7,1
MV_A5-Weekday-152000_M104_127,25:25:12,25:25:12,401016,8,1
MV_A5-Weekday-152000_M104_127,25:26:00,25:26:00,400747,9,1
MV_A5-Weekday-152000_M104_127,25:27:07,25:27:07,403271,10,1
MV_A5-Weekday-152000_M104_127,25:28:15,25:28:15,400750,11,1
MV_A5-Weekday-152000_M104_127,25:29:47,25:29:47,403103,12,1
MV_A5-Weekday-152000_M104_127,25:30:36,25:30:36,403104,13,1
MV_A5-Weekday-152000_M104_127,25:31:17,25:31:17,403105,14,1
MV_A5-Weekday-152000_M104_127,25:32:00,25:32:00,403106,15,1
MV_A5-Weekday-152000_M104_127,25:33:02,25:33:02,403107,16,1
MV_A5-Weekday-152000_M104_127,25:33:52,25:33:52,903299,17,1
MV_A5-Weekday-152000_M104_127,25:34:26,25:34:26,403109,18,1
MV_A5-Weekday-152000_M104_127,25:35:07,25:35:07,403110,19,1
MV_A5-Weekday-152000_M104_127,25:36:07,25:36:07,403111,20,1
MV_A5-Weekday-152000_M104_127,25:36:49,25:36:49,403112,21,1
MV_A5-Weekday-152000_M104_127,25:38:00,25:38:00,405248,22,1
MV_A5-Weekday-152000_M104_127,25:39:11,25:39:11,403114,23,1
MV_A5-Weekday-152000_M104_127,25:40:17,25:40:17,403115,24,1
MV_A5-Weekday-152000_M104_127,25:41:08,25:41:08,403116,25,1
MV_A5-Weekday-152000_M104_127,25:42:00,25:42:00,405394,26,1
MV_A5-Weekday-152000_M104_127,25:43:19,25:43:19,403118,27,1
MV_A5-Weekday-152000_M104_127,25:43:59,25:43:59,403119,28,1
MV_A5-Weekday-152000_M104_127,25:45:08,25:45:08,404260,29,1
MV_A5-Weekday-152000_M104_127,25:46:02,25:46:02,403122,30,1
MV_A5-Weekday-152000_M104_127,25:47:29,25:47:29,404262,31,1
MV_A5-Weekday-152000_M104_127,25:48:28,25:48:28,403125,32,1
MV_A5-Weekday-152000_M104_127,25:49:35,25:49:35,403126,33,1
MV_A5-Weekday-152000_M104_127,25:50:09,25:50:09,403127,34,1
MV_A5-Weekday-152000_M104_127,25:52:07,25:52:07,401444,35,1
MV_A5-Weekday-152000_M104_127,25:53:00,25:53:00,903352,36,1
