arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
6:57:00,6:57:00,405382,1,1
7:00:18,7:00:18,405318,2,1
7:02:12,7:02:12,403601,3,4
7:05:15,7:05:15,405319,4,4
7:09:27,7:09:27,405320,5,4
7:13:00,7:13:00,903093,6,4
7:16:00,7:16:00,405322,7,4
7:19:09,7:19:09,405323,8,4
7:20:31,7:20:31,404995,9,4
7:22:27,7:22:27,403480,10,4
7:25:14,7:25:14,401698,11,4
7:27:33,7:27:33,401701,12,4
7:30:22,7:30:22,401704,13,4
7:33:36,7:33:36,401707,14,4
7:37:47,7:37:47,401712,15,4
7:40:13,7:40:13,401715,16,4
7:44:00,7:44:00,903102,17,4
7:46:16,7:46:16,401723,18,3
7:48:52,7:48:52,401727,19,1
7:51:00,7:51:00,401731,20,1
7:52:00,7:52:00,803054,21,1
