arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
7:55:00,7:55:00,403326,1,2
7:55:58,7:55:58,401968,2,2
7:56:59,7:56:59,401969,3,3
7:58:22,7:58:22,401970,4,4
7:59:37,7:59:37,401971,5,4
8:00:57,8:00:57,404079,6,4
8:03:05,8:03:05,404080,7,3
8:04:00,8:04:00,400109,8,3
8:05:30,8:05:30,400110,9,3
8:07:08,8:07:08,400111,10,3
8:10:00,8:10:00,404081,11,3
8:13:00,8:13:00,401331,12,3
8:15:37,8:15:37,404075,13,2
8:17:07,8:17:07,401964,14,1
8:18:00,8:18:00,401965,15,1
8:19:53,8:19:53,401966,16,1
8:21:00,8:21:00,903004,17,1
