arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
17:45:00,17:45:00,405382,1,1
17:48:55,17:48:55,405318,2,2
17:51:10,17:51:10,403601,3,2
17:54:48,17:54:48,405319,4,2
17:59:47,17:59:47,405320,5,2
18:04:00,18:04:00,903093,6,2
18:08:00,18:08:00,405322,7,2
18:11:16,18:11:16,405323,8,3
18:12:41,18:12:41,404995,9,3
18:14:41,18:14:41,403480,10,2
18:17:34,18:17:34,401698,11,3
18:19:58,18:19:58,401701,12,3
18:22:53,18:22:53,401704,13,3
18:26:14,18:26:14,401707,14,3
18:30:33,18:30:33,401712,15,2
18:33:04,18:33:04,401715,16,3
18:37:00,18:37:00,903102,17,3
18:39:16,18:39:16,401723,18,2
18:41:52,18:41:52,401727,19,2
18:44:00,18:44:00,401731,20,2
18:46:00,18:46:00,803054,21,2
