trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OF_A5-Weekday-SDon-022000_M7_202,3:40:00,3:40:00,400087,1,1
OF_A5-Weekday-SDon-022000_M7_202,3:40:32,3:40:32,400088,2,1
OF_A5-Weekday-SDon-022000_M7_202,3:41:45,3:41:45,400089,3,1
OF_A5-Weekday-SDon-022000_M7_202,3:42:51,3:42:51,404339,4,1
OF_A5-Weekday-SDon-022000_M7_202,3:43:35,3:43:35,404338,5,1
OF_A5-Weekday-SDon-022000_M7_202,3:44:22,3:44:22,401069,6,1
OF_A5-Weekday-SDon-022000_M7_202,3:45:23,3:45:23,401070,7,1
OF_A5-Weekday-SDon-022000_M7_202,3:46:30,3:46:30,404337,8,1
OF_A5-Weekday-SDon-022000_M7_202,3:47:14,3:47:14,404336,9,1
OF_A5-Weekday-SDon-022000_M7_202,3:48:00,3:48:00,404284,10,1
OF_A5-Weekday-SDon-022000_M7_202,3:48:46,3:48:46,401074,11,1
OF_A5-Weekday-SDon-022000_M7_202,3:49:36,3:49:36,404978,12,1
OF_A5-Weekday-SDon-022000_M7_202,3:50:22,3:50:22,404274,13,1
OF_A5-Weekday-SDon-022000_M7_202,3:51:21,3:51:21,401078,14,1
OF_A5-Weekday-SDon-022000_M7_202,3:52:00,3:52:00,401079,15,1
OF_A5-Weekday-SDon-022000_M7_202,3:52:41,3:52:41,400482,16,1
OF_A5-Weekday-SDon-022000_M7_202,3:53:05,3:53:05,400483,17,1
OF_A5-Weekday-SDon-022000_M7_202,3:53:48,3:53:48,400484,18,1
OF_A5-Weekday-SDon-022000_M7_202,3:54:24,3:54:24,403392,19,1
OF_A5-Weekday-SDon-022000_M7_202,3:54:54,3:54:54,401084,20,1
OF_A5-Weekday-SDon-022000_M7_202,3:55:19,3:55:19,401085,21,1
OF_A5-Weekday-SDon-022000_M7_202,3:56:00,3:56:00,401086,22,1
OF_A5-Weekday-SDon-022000_M7_202,3:56:42,3:56:42,401087,23,1
OF_A5-Weekday-SDon-022000_M7_202,3:57:12,3:57:12,401088,24,1
OF_A5-Weekday-SDon-022000_M7_202,3:57:45,3:57:45,403362,25,1
OF_A5-Weekday-SDon-022000_M7_202,3:58:22,3:58:22,401090,26,1
OF_A5-Weekday-SDon-022000_M7_202,3:58:46,3:58:46,401091,27,1
OF_A5-Weekday-SDon-022000_M7_202,3:59:20,3:59:20,401092,28,1
OF_A5-Weekday-SDon-022000_M7_202,3:59:57,3:59:57,401093,29,1
OF_A5-Weekday-SDon-022000_M7_202,4:00:21,4:00:21,401094,30,1
OF_A5-Weekday-SDon-022000_M7_202,4:01:00,4:01:00,404838,31,1
OF_A5-Weekday-SDon-022000_M7_202,4:01:30,4:01:30,401096,32,1
OF_A5-Weekday-SDon-022000_M7_202,4:02:02,4:02:02,403372,33,1
OF_A5-Weekday-SDon-022000_M7_202,4:02:35,4:02:35,401099,34,1
OF_A5-Weekday-SDon-022000_M7_202,4:03:05,4:03:05,401100,35,1
OF_A5-Weekday-SDon-022000_M7_202,4:03:30,4:03:30,401101,36,1
OF_A5-Weekday-SDon-022000_M7_202,4:04:00,4:04:00,400858,37,1
OF_A5-Weekday-SDon-022000_M7_202,4:04:50,4:04:50,400860,38,1
OF_A5-Weekday-SDon-022000_M7_202,4:05:22,4:05:22,903233,39,1
OF_A5-Weekday-SDon-022000_M7_202,4:05:30,4:05:30,400861,40,1
OF_A5-Weekday-SDon-022000_M7_202,4:05:56,4:05:56,403781,41,1
OF_A5-Weekday-SDon-022000_M7_202,4:07:01,4:07:01,405291,42,1
OF_A5-Weekday-SDon-022000_M7_202,4:07:49,4:07:49,400950,43,1
OF_A5-Weekday-SDon-022000_M7_202,4:08:20,4:08:20,405295,44,1
OF_A5-Weekday-SDon-022000_M7_202,4:09:00,4:09:00,403797,45,1
OF_A5-Weekday-SDon-022000_M7_202,4:10:23,4:10:23,405297,46,1
OF_A5-Weekday-SDon-022000_M7_202,4:11:07,4:11:07,450045,47,1
OF_A5-Weekday-SDon-022000_M7_202,4:12:15,4:12:15,401359,48,1
OF_A5-Weekday-SDon-022000_M7_202,4:13:00,4:13:00,401360,49,1
OF_A5-Weekday-SDon-022000_M7_202,4:13:42,4:13:42,401361,50,1
OF_A5-Weekday-SDon-022000_M7_202,4:14:24,4:14:24,401363,51,1
OF_A5-Weekday-SDon-022000_M7_202,4:15:08,4:15:08,401364,52,1
OF_A5-Weekday-SDon-022000_M7_202,4:15:40,4:15:40,404244,53,1
OF_A5-Weekday-SDon-022000_M7_202,4:16:22,4:16:22,401366,54,1
OF_A5-Weekday-SDon-022000_M7_202,4:17:01,4:17:01,405298,55,1
OF_A5-Weekday-SDon-022000_M7_202,4:17:51,4:17:51,401294,56,1
OF_A5-Weekday-SDon-022000_M7_202,4:19:00,4:19:00,903325,57,1
