trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MV_A5-Weekday-SDon-055700_M96_X01,9:17:00,9:17:00,401954,1,1
MV_A5-Weekday-SDon-055700_M96_X01,9:17:31,9:17:31,401955,2,1
MV_A5-Weekday-SDon-055700_M96_X01,9:18:22,9:18:22,403632,3,1
MV_A5-Weekday-SDon-055700_M96_X01,9:19:51,9:19:51,401957,4,1
MV_A5-Weekday-SDon-055700_M96_X01,9:21:00,9:21:00,401958,5,2
MV_A5-Weekday-SDon-055700_M96_X01,9:24:03,9:24:03,401960,6,2
MV_A5-Weekday-SDon-055700_M96_X01,9:27:00,9:27:00,401961,7,2
MV_A5-Weekday-SDon-055700_M96_X01,9:30:00,9:30:00,401331,8,1
MV_A5-Weekday-SDon-055700_M96_X01,9:33:08,9:33:08,404075,9,1
MV_A5-Weekday-SDon-055700_M96_X01,9:34:56,9:34:56,401964,10,1
MV_A5-Weekday-SDon-055700_M96_X01,9:36:00,9:36:00,401965,11,1
MV_A5-Weekday-SDon-055700_M96_X01,9:37:53,9:37:53,401966,12,1
MV_A5-Weekday-SDon-055700_M96_X01,9:39:00,9:39:00,903004,13,1
