trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OH_A5-Weekday-SDon-067800_M101_53,11:18:00,11:18:00,403777,1,1
OH_A5-Weekday-SDon-067800_M101_53,11:21:00,11:21:00,401946,2,1
OH_A5-Weekday-SDon-067800_M101_53,11:22:17,11:22:17,401947,3,1
OH_A5-Weekday-SDon-067800_M101_53,11:23:28,11:23:28,401948,4,1
OH_A5-Weekday-SDon-067800_M101_53,11:24:45,11:24:45,403436,5,1
OH_A5-Weekday-SDon-067800_M101_53,11:26:30,11:26:30,402704,6,1
OH_A5-Weekday-SDon-067800_M101_53,11:28:24,11:28:24,402705,7,2
OH_A5-Weekday-SDon-067800_M101_53,11:30:44,11:30:44,405135,8,2
OH_A5-Weekday-SDon-067800_M101_53,11:31:29,11:31:29,402003,9,2
OH_A5-Weekday-SDon-067800_M101_53,11:32:27,11:32:27,402004,10,2
OH_A5-Weekday-SDon-067800_M101_53,11:34:08,11:34:08,402005,11,2
OH_A5-Weekday-SDon-067800_M101_53,11:34:53,11:34:53,402006,12,2
OH_A5-Weekday-SDon-067800_M101_53,11:37:38,11:37:38,404341,13,2
OH_A5-Weekday-SDon-067800_M101_53,11:39:22,11:39:22,401047,14,2
OH_A5-Weekday-SDon-067800_M101_53,11:41:09,11:41:09,404333,15,2
OH_A5-Weekday-SDon-067800_M101_53,11:43:00,11:43:00,404334,16,2
OH_A5-Weekday-SDon-067800_M101_53,11:43:57,11:43:57,401051,17,2
OH_A5-Weekday-SDon-067800_M101_53,11:44:50,11:44:50,401052,18,2
OH_A5-Weekday-SDon-067800_M101_53,11:46:08,11:46:08,405014,19,2
OH_A5-Weekday-SDon-067800_M101_53,11:47:08,11:47:08,401055,20,2
OH_A5-Weekday-SDon-067800_M101_53,11:48:25,11:48:25,401056,21,2
OH_A5-Weekday-SDon-067800_M101_53,11:49:16,11:49:16,400062,22,2
OH_A5-Weekday-SDon-067800_M101_53,11:50:34,11:50:34,404335,23,1
OH_A5-Weekday-SDon-067800_M101_53,11:51:54,11:51:54,400065,24,1
OH_A5-Weekday-SDon-067800_M101_53,11:52:53,11:52:53,400066,25,1
OH_A5-Weekday-SDon-067800_M101_53,11:54:02,11:54:02,400067,26,1
OH_A5-Weekday-SDon-067800_M101_53,11:56:00,11:56:00,803024,27,1
