trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-SDon-054800_M66_506,9:08:00,9:08:00,403487,1,1
MQ_A5-Weekday-SDon-054800_M66_506,9:08:53,9:08:53,403488,2,1
MQ_A5-Weekday-SDon-054800_M66_506,9:10:36,9:10:36,403489,3,1
MQ_A5-Weekday-SDon-054800_M66_506,9:11:29,9:11:29,403491,4,2
MQ_A5-Weekday-SDon-054800_M66_506,9:12:00,9:12:00,403573,5,2
MQ_A5-Weekday-SDon-054800_M66_506,9:13:35,9:13:35,403492,6,2
MQ_A5-Weekday-SDon-054800_M66_506,9:19:46,9:19:46,403494,7,2
MQ_A5-Weekday-SDon-054800_M66_506,9:21:00,9:21:00,404994,8,2
MQ_A5-Weekday-SDon-054800_M66_506,9:23:26,9:23:26,403495,9,1
MQ_A5-Weekday-SDon-054800_M66_506,9:27:00,9:27:00,403497,10,2
MQ_A5-Weekday-SDon-054800_M66_506,9:28:00,9:28:00,403993,11,2
MQ_A5-Weekday-SDon-054800_M66_506,9:29:01,9:29:01,403994,12,2
MQ_A5-Weekday-SDon-054800_M66_506,9:30:49,9:30:49,403995,13,2
MQ_A5-Weekday-SDon-054800_M66_506,9:32:00,9:32:00,403996,14,2
