trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-SDon-091800_M50_356,15:18:00,15:18:00,402183,1,1
MQ_A5-Weekday-SDon-091800_M50_356,15:19:00,15:19:00,405193,2,1
MQ_A5-Weekday-SDon-091800_M50_356,15:20:55,15:20:55,402185,3,1
MQ_A5-Weekday-SDon-091800_M50_356,15:22:29,15:22:29,402186,4,1
MQ_A5-Weekday-SDon-091800_M50_356,15:25:23,15:25:23,402188,5,1
MQ_A5-Weekday-SDon-091800_M50_356,15:27:00,15:27:00,402189,6,1
MQ_A5-Weekday-SDon-091800_M50_356,15:30:06,15:30:06,402191,7,1
MQ_A5-Weekday-SDon-091800_M50_356,15:33:00,15:33:00,404035,8,1
MQ_A5-Weekday-SDon-091800_M50_356,15:35:15,15:35:15,404948,9,1
MQ_A5-Weekday-SDon-091800_M50_356,15:37:08,15:37:08,402194,10,1
MQ_A5-Weekday-SDon-091800_M50_356,15:38:58,15:38:58,402195,11,1
MQ_A5-Weekday-SDon-091800_M50_356,15:41:33,15:41:33,403954,12,1
MQ_A5-Weekday-SDon-091800_M50_356,15:42:49,15:42:49,403955,13,1
MQ_A5-Weekday-SDon-091800_M50_356,15:44:39,15:44:39,403956,14,1
MQ_A5-Weekday-SDon-091800_M50_356,15:47:00,15:47:00,903082,15,1
