trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MV_A5-Weekday-053100_M96_815,8:51:00,8:51:00,401933,1,1
MV_A5-Weekday-053100_M96_815,8:53:00,8:53:00,401934,2,1
MV_A5-Weekday-053100_M96_815,8:54:18,8:54:18,401935,3,1
MV_A5-Weekday-053100_M96_815,8:56:57,8:56:57,401936,4,2
MV_A5-Weekday-053100_M96_815,8:59:00,8:59:00,401937,5,2
MV_A5-Weekday-053100_M96_815,9:06:47,9:06:47,404087,6,2
MV_A5-Weekday-053100_M96_815,9:07:59,9:07:59,401939,7,1
MV_A5-Weekday-053100_M96_815,9:10:00,9:10:00,401941,8,1
MV_A5-Weekday-053100_M96_815,9:11:07,9:11:07,401942,9,1
MV_A5-Weekday-053100_M96_815,9:12:10,9:12:10,401943,10,1
MV_A5-Weekday-053100_M96_815,9:14:00,9:14:00,903003,11,1
