trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OF_A5-Weekday-SDon-075000_M1_131,12:30:00,12:30:00,405284,1,1
OF_A5-Weekday-SDon-075000_M1_131,12:30:40,12:30:40,400088,2,1
OF_A5-Weekday-SDon-075000_M1_131,12:32:36,12:32:36,400089,3,1
OF_A5-Weekday-SDon-075000_M1_131,12:34:16,12:34:16,400091,4,1
OF_A5-Weekday-SDon-075000_M1_131,12:36:25,12:36:25,400092,5,1
OF_A5-Weekday-SDon-075000_M1_131,12:37:42,12:37:42,400093,6,2
OF_A5-Weekday-SDon-075000_M1_131,12:39:00,12:39:00,400094,7,2
OF_A5-Weekday-SDon-075000_M1_131,12:40:20,12:40:20,400095,8,2
OF_A5-Weekday-SDon-075000_M1_131,12:41:19,12:41:19,400096,9,2
OF_A5-Weekday-SDon-075000_M1_131,12:42:18,12:42:18,400097,10,2
OF_A5-Weekday-SDon-075000_M1_131,12:43:47,12:43:47,400098,11,2
OF_A5-Weekday-SDon-075000_M1_131,12:45:10,12:45:10,400099,12,2
OF_A5-Weekday-SDon-075000_M1_131,12:48:04,12:48:04,404964,13,2
OF_A5-Weekday-SDon-075000_M1_131,12:49:02,12:49:02,400102,14,1
OF_A5-Weekday-SDon-075000_M1_131,12:50:04,12:50:04,400103,15,1
OF_A5-Weekday-SDon-075000_M1_131,12:51:59,12:51:59,400105,16,1
OF_A5-Weekday-SDon-075000_M1_131,12:53:00,12:53:00,400107,17,1
OF_A5-Weekday-SDon-075000_M1_131,12:54:18,12:54:18,400108,18,1
OF_A5-Weekday-SDon-075000_M1_131,12:55:59,12:55:59,400109,19,1
OF_A5-Weekday-SDon-075000_M1_131,12:57:33,12:57:33,400110,20,1
OF_A5-Weekday-SDon-075000_M1_131,12:59:16,12:59:16,400111,21,1
OF_A5-Weekday-SDon-075000_M1_131,13:02:16,13:02:16,404081,22,1
OF_A5-Weekday-SDon-075000_M1_131,13:04:20,13:04:20,404168,23,1
OF_A5-Weekday-SDon-075000_M1_131,13:05:36,13:05:36,400115,24,1
OF_A5-Weekday-SDon-075000_M1_131,13:07:18,13:07:18,400116,25,1
OF_A5-Weekday-SDon-075000_M1_131,13:08:50,13:08:50,400117,26,1
OF_A5-Weekday-SDon-075000_M1_131,13:11:08,13:11:08,400118,27,1
OF_A5-Weekday-SDon-075000_M1_131,13:13:20,13:13:20,400119,28,2
OF_A5-Weekday-SDon-075000_M1_131,13:16:40,13:16:40,400120,29,2
OF_A5-Weekday-SDon-075000_M1_131,13:18:00,13:18:00,400121,30,2
OF_A5-Weekday-SDon-075000_M1_131,13:19:26,13:19:26,400122,31,2
OF_A5-Weekday-SDon-075000_M1_131,13:21:01,13:21:01,400123,32,2
OF_A5-Weekday-SDon-075000_M1_131,13:24:00,13:24:00,400124,33,2
OF_A5-Weekday-SDon-075000_M1_131,13:26:07,13:26:07,400125,34,2
OF_A5-Weekday-SDon-075000_M1_131,13:28:36,13:28:36,400126,35,2
OF_A5-Weekday-SDon-075000_M1_131,13:30:27,13:30:27,400127,36,2
OF_A5-Weekday-SDon-075000_M1_131,13:31:42,13:31:42,400128,37,2
