arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
20:05:00,20:05:00,400087,1,1
20:05:39,20:05:39,400088,2,1
20:07:07,20:07:07,400089,3,1
20:08:28,20:08:28,404339,4,1
20:09:21,20:09:21,404338,5,1
20:10:18,20:10:18,401069,6,1
20:11:32,20:11:32,401070,7,2
20:12:54,20:12:54,404337,8,2
20:13:47,20:13:47,404336,9,2
20:15:00,20:15:00,803165,10,2
20:15:56,20:15:56,401074,11,2
20:17:12,20:17:12,404978,12,2
20:18:31,20:18:31,401988,13,2
20:19:46,20:19:46,401989,14,2
20:20:54,20:20:54,401990,15,2
20:21:20,20:21:20,401991,16,2
20:22:34,20:22:34,403416,17,1
20:23:12,20:23:12,402809,18,1
20:24:55,20:24:55,402811,19,1
20:26:39,20:26:39,403417,20,1
20:27:30,20:27:30,401973,21,1
20:28:18,20:28:18,401974,22,1
20:29:00,20:29:00,402816,23,1
20:30:28,20:30:28,403749,24,1
20:33:00,20:33:00,403418,25,2
20:33:37,20:33:37,402819,26,2
20:34:27,20:34:27,404947,27,2
20:35:28,20:35:28,405066,28,1
20:36:29,20:36:29,403419,29,1
20:37:40,20:37:40,404321,30,2
20:38:59,20:38:59,402826,31,2
20:39:52,20:39:52,404854,32,2
20:40:56,20:40:56,402829,33,2
20:41:32,20:41:32,403421,34,2
20:42:25,20:42:25,402831,35,1
20:43:00,20:43:00,403422,36,1
20:44:47,20:44:47,803158,37,2
20:45:47,20:45:47,402835,38,2
20:47:00,20:47:00,404171,39,2
20:48:25,20:48:25,402838,40,2
20:50:11,20:50:11,803163,41,1
20:50:55,20:50:55,403424,42,1
20:52:39,20:52:39,402842,43,1
20:55:00,20:55:00,403425,44,1
20:55:42,20:55:42,402845,45,1
20:56:45,20:56:45,405530,46,1
20:57:58,20:57:58,403821,47,1
20:59:21,20:59:21,403822,48,1
21:00:27,21:00:27,402851,49,1
21:01:16,21:01:16,402852,50,1
21:02:01,21:02:01,405272,51,1
21:03:00,21:03:00,402854,52,1
21:04:51,21:04:51,403772,53,1
21:06:20,21:06:20,402856,54,1
21:07:54,21:07:54,404106,55,1
21:09:30,21:09:30,402858,56,1
21:11:00,21:11:00,903148,57,1
