trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OH_A5-Weekday-110500_M101_111,18:25:00,18:25:00,405154,1,1
OH_A5-Weekday-110500_M101_111,18:25:39,18:25:39,405155,2,1
OH_A5-Weekday-110500_M101_111,18:27:56,18:27:56,403913,3,2
OH_A5-Weekday-110500_M101_111,18:32:00,18:32:00,403855,4,2
OH_A5-Weekday-110500_M101_111,18:36:54,18:36:54,450228,5,1
OH_A5-Weekday-110500_M101_111,18:42:00,18:42:00,402679,6,1
OH_A5-Weekday-110500_M101_111,18:45:52,18:45:52,402682,7,1
OH_A5-Weekday-110500_M101_111,18:52:03,18:52:03,403545,8,1
OH_A5-Weekday-110500_M101_111,18:56:00,18:56:00,402688,9,1
OH_A5-Weekday-110500_M101_111,18:58:14,18:58:14,403432,10,1
OH_A5-Weekday-110500_M101_111,19:01:39,19:01:39,403433,11,1
OH_A5-Weekday-110500_M101_111,19:04:32,19:04:32,403434,12,1
OH_A5-Weekday-110500_M101_111,19:10:00,19:10:00,403777,13,1
