arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
14:53:00,14:53:00,403249,1,1
14:54:45,14:54:45,403251,2,1
14:56:29,14:56:29,403252,3,1
14:58:06,14:58:06,403253,4,1
15:00:00,15:00:00,904041,5,2
15:01:56,15:01:56,403805,6,2
15:02:54,15:02:54,403257,7,2
15:05:34,15:05:34,403830,8,2
15:07:00,15:07:00,403354,9,2
15:08:31,15:08:31,403259,10,2
15:12:00,15:12:00,401851,11,2
15:13:40,15:13:40,401852,12,1
15:15:33,15:15:33,401853,13,1
15:17:00,15:17:00,403486,14,1
15:18:52,15:18:52,405118,15,1
15:20:00,15:20:00,903082,16,1
