arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
7:34:00,7:34:00,405003,1,1
7:35:01,7:35:01,401916,2,1
7:36:50,7:36:50,401917,3,1
7:38:02,7:38:02,402345,4,2
7:39:28,7:39:28,402346,5,2
7:40:38,7:40:38,402347,6,2
7:42:37,7:42:37,402348,7,2
7:43:51,7:43:51,402349,8,2
7:45:36,7:45:36,403726,9,2
7:47:00,7:47:00,402351,10,3
7:48:18,7:48:18,403297,11,3
7:50:00,7:50:00,903344,12,3
7:51:20,7:51:20,402355,13,3
7:52:10,7:52:10,405389,14,3
7:54:55,7:54:55,404266,15,2
7:57:16,7:57:16,402222,16,2
7:59:00,7:59:00,402223,17,2
8:01:01,8:01:01,402224,18,2
8:02:25,8:02:25,403617,19,2
8:05:00,8:05:00,803117,20,2
8:06:26,8:06:26,402228,21,3
8:08:43,8:08:43,402229,22,3
8:10:41,8:10:41,400744,23,3
8:12:00,8:12:00,400745,24,3
8:14:27,8:14:27,402233,25,2
8:16:29,8:16:29,403986,26,1
8:20:00,8:20:00,903074,27,1
