trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MV_A5-Weekday-SDon-059100_M96_X02,9:51:00,9:51:00,401933,1,1
MV_A5-Weekday-SDon-059100_M96_X02,9:53:00,9:53:00,401934,2,1
MV_A5-Weekday-SDon-059100_M96_X02,9:54:18,9:54:18,401935,3,1
MV_A5-Weekday-SDon-059100_M96_X02,9:56:57,9:56:57,401936,4,2
MV_A5-Weekday-SDon-059100_M96_X02,9:59:00,9:59:00,401937,5,2
MV_A5-Weekday-SDon-059100_M96_X02,10:05:22,10:05:22,404087,6,2
MV_A5-Weekday-SDon-059100_M96_X02,10:06:21,10:06:21,401939,7,2
MV_A5-Weekday-SDon-059100_M96_X02,10:08:00,10:08:00,401941,8,2
MV_A5-Weekday-SDon-059100_M96_X02,10:09:07,10:09:07,401942,9,1
MV_A5-Weekday-SDon-059100_M96_X02,10:10:10,10:10:10,401943,10,1
MV_A5-Weekday-SDon-059100_M96_X02,10:12:00,10:12:00,903003,11,1
