trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OF_A5-Weekday-051000_SBS15_405,8:30:00,8:30:00,405382,1,3
OF_A5-Weekday-051000_SBS15_405,8:34:20,8:34:20,405318,2,3
OF_A5-Weekday-051000_SBS15_405,8:36:49,8:36:49,403601,3,3
OF_A5-Weekday-051000_SBS15_405,8:40:50,8:40:50,405319,4,3
OF_A5-Weekday-051000_SBS15_405,8:46:20,8:46:20,405320,5,3
OF_A5-Weekday-051000_SBS15_405,8:51:00,8:51:00,903093,6,5
OF_A5-Weekday-051000_SBS15_405,8:55:00,8:55:00,405322,7,5
OF_A5-Weekday-051000_SBS15_405,8:58:29,8:58:29,405323,8,5
OF_A5-Weekday-051000_SBS15_405,9:00:00,9:00:00,404995,9,3
OF_A5-Weekday-051000_SBS15_405,9:02:09,9:02:09,403480,10,3
OF_A5-Weekday-051000_SBS15_405,9:05:13,9:05:13,401698,11,2
OF_A5-Weekday-051000_SBS15_405,9:07:48,9:07:48,401701,12,2
OF_A5-Weekday-051000_SBS15_405,9:10:55,9:10:55,401704,13,2
OF_A5-Weekday-051000_SBS15_405,9:14:30,9:14:30,401707,14,1
OF_A5-Weekday-051000_SBS15_405,9:19:07,9:19:07,401712,15,1
OF_A5-Weekday-051000_SBS15_405,9:21:48,9:21:48,401715,16,1
OF_A5-Weekday-051000_SBS15_405,9:26:00,9:26:00,903102,17,1
OF_A5-Weekday-051000_SBS15_405,9:28:16,9:28:16,401723,18,1
OF_A5-Weekday-051000_SBS15_405,9:30:52,9:30:52,401727,19,1
OF_A5-Weekday-051000_SBS15_405,9:33:00,9:33:00,401731,20,1
OF_A5-Weekday-051000_SBS15_405,9:35:00,9:35:00,803054,21,1
