trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-SDon-111000_SB79_674,18:30:00,18:30:00,403522,1,1
MQ_A5-Weekday-SDon-111000_SB79_674,18:32:00,18:32:00,403523,2,1
MQ_A5-Weekday-SDon-111000_SB79_674,18:32:52,18:32:52,401024,3,1
MQ_A5-Weekday-SDon-111000_SB79_674,18:34:47,18:34:47,401867,4,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:35:43,18:35:43,401868,5,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:37:55,18:37:55,401869,6,1
MQ_A5-Weekday-SDon-111000_SB79_674,18:40:00,18:40:00,401870,7,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:41:11,18:41:11,404858,8,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:42:57,18:42:57,405169,9,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:44:19,18:44:19,405369,10,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:45:59,18:45:59,401875,11,3
MQ_A5-Weekday-SDon-111000_SB79_674,18:47:41,18:47:41,401876,12,1
MQ_A5-Weekday-SDon-111000_SB79_674,18:49:04,18:49:04,401877,13,1
MQ_A5-Weekday-SDon-111000_SB79_674,18:51:00,18:51:00,401878,14,1
