trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
OF_A5-Weekday-103700_M1_120,17:17:00,17:17:00,400080,1,1
OF_A5-Weekday-103700_M1_120,17:18:03,17:18:03,400081,2,1
OF_A5-Weekday-103700_M1_120,17:19:49,17:19:49,405523,3,1
OF_A5-Weekday-103700_M1_120,17:21:47,17:21:47,400085,4,1
OF_A5-Weekday-103700_M1_120,17:22:56,17:22:56,400086,5,1
OF_A5-Weekday-103700_M1_120,17:24:00,17:24:00,405527,6,1
OF_A5-Weekday-103700_M1_120,17:27:30,17:27:30,404120,7,1
OF_A5-Weekday-103700_M1_120,17:32:03,17:32:03,403782,8,1
OF_A5-Weekday-103700_M1_120,17:36:00,17:36:00,405380,9,1
OF_A5-Weekday-103700_M1_120,17:40:13,17:40:13,400190,10,1
OF_A5-Weekday-103700_M1_120,17:45:24,17:45:24,400018,11,1
OF_A5-Weekday-103700_M1_120,17:47:20,17:47:20,400019,12,1
OF_A5-Weekday-103700_M1_120,17:49:55,17:49:55,400021,13,1
OF_A5-Weekday-103700_M1_120,17:55:00,17:55:00,400024,14,1
OF_A5-Weekday-103700_M1_120,17:59:02,17:59:02,400028,15,1
OF_A5-Weekday-103700_M1_120,18:01:14,18:01:14,400030,16,1
OF_A5-Weekday-103700_M1_120,18:04:12,18:04:12,400033,17,1
OF_A5-Weekday-103700_M1_120,18:07:11,18:07:11,400036,18,1
OF_A5-Weekday-103700_M1_120,18:11:00,18:11:00,404191,19,1
OF_A5-Weekday-103700_M1_120,18:13:02,18:13:02,400042,20,1
OF_A5-Weekday-103700_M1_120,18:14:55,18:14:55,400045,21,1
OF_A5-Weekday-103700_M1_120,18:16:20,18:16:20,400047,22,1
OF_A5-Weekday-103700_M1_120,18:16:57,18:16:57,400048,23,1
OF_A5-Weekday-103700_M1_120,18:18:03,18:18:03,405542,24,1
OF_A5-Weekday-103700_M1_120,18:19:00,18:19:00,405543,25,1
OF_A5-Weekday-103700_M1_120,18:19:51,18:19:51,400051,26,1
OF_A5-Weekday-103700_M1_120,18:21:12,18:21:12,403980,27,1
OF_A5-Weekday-103700_M1_120,18:22:04,18:22:04,400053,28,2
OF_A5-Weekday-103700_M1_120,18:22:56,18:22:56,400054,29,2
OF_A5-Weekday-103700_M1_120,18:23:46,18:23:46,400055,30,2
OF_A5-Weekday-103700_M1_120,18:24:38,18:24:38,400056,31,2
OF_A5-Weekday-103700_M1_120,18:25:57,18:25:57,400057,32,2
OF_A5-Weekday-103700_M1_120,18:27:15,18:27:15,403711,33,1
OF_A5-Weekday-103700_M1_120,18:28:06,18:28:06,400059,34,1
OF_A5-Weekday-103700_M1_120,18:29:01,18:29:01,400060,35,1
OF_A5-Weekday-103700_M1_120,18:29:52,18:29:52,400061,36,1
OF_A5-Weekday-103700_M1_120,18:31:26,18:31:26,400062,37,1
OF_A5-Weekday-103700_M1_120,18:32:42,18:32:42,404335,38,1
OF_A5-Weekday-103700_M1_120,18:33:59,18:33:59,400065,39,1
OF_A5-Weekday-103700_M1_120,18:34:57,18:34:57,400066,40,1
OF_A5-Weekday-103700_M1_120,18:36:03,18:36:03,400067,41,1
OF_A5-Weekday-103700_M1_120,18:38:00,18:38:00,803003,42,1
