trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-SDon-106000_SBS60_924,17:40:00,17:40:00,403117,1,5
MQ_A5-Weekday-SDon-106000_SBS60_924,17:44:23,17:44:23,403122,2,5
MQ_A5-Weekday-SDon-106000_SBS60_924,17:46:14,17:46:14,404262,3,5
MQ_A5-Weekday-SDon-106000_SBS60_924,17:47:57,17:47:57,405423,4,5
MQ_A5-Weekday-SDon-106000_SBS60_924,17:50:24,17:50:24,405424,5,5
MQ_A5-Weekday-SDon-106000_SBS60_924,17:53:33,17:53:33,402656,6,5
MQ_A5-Weekday-SDon-106000_SBS60_924,17:57:31,17:57:31,405417,7,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:00:11,18:00:11,405422,8,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:02:00,18:02:00,405421,9,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:02:53,18:02:53,403673,10,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:06:32,18:06:32,803215,11,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:16:09,18:16:09,503357,12,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:16:32,18:16:32,550609,13,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:17:56,18:17:56,505254,14,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:22:40,18:22:40,504423,15,5
MQ_A5-Weekday-SDon-106000_SBS60_924,18:23:45,18:23:45,504417,16,3
MQ_A5-Weekday-SDon-106000_SBS60_924,18:24:56,18:24:56,503876,17,2
MQ_A5-Weekday-SDon-106000_SBS60_924,18:26:33,18:26:33,504023,18,2
MQ_A5-Weekday-SDon-106000_SBS60_924,18:27:46,18:27:46,904246,19,1
MQ_A5-Weekday-SDon-106000_SBS60_924,18:33:00,18:33:00,804142,20,1
