arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
12:31:00,12:31:00,903049,1,2
12:31:44,12:31:44,400258,2,2
12:32:50,12:32:50,400259,3,1
12:34:39,12:34:39,403910,4,1
12:36:01,12:36:01,400263,5,1
12:36:50,12:36:50,400264,6,1
12:37:51,12:37:51,400265,7,1
12:38:47,12:38:47,400266,8,1
12:39:57,12:39:57,400267,9,1
12:40:20,12:40:20,400268,10,1
12:43:46,12:43:46,400271,11,1
12:44:39,12:44:39,400272,12,2
12:46:35,12:46:35,400274,13,2
12:48:00,12:48:00,400275,14,2
12:49:40,12:49:40,400276,15,2
12:50:46,12:50:46,400277,16,2
12:51:55,12:51:55,400278,17,2
12:53:28,12:53:28,400279,18,2
12:55:23,12:55:23,400280,19,2
12:56:22,12:56:22,400281,20,2
12:57:35,12:57:35,400282,21,2
12:58:57,12:58:57,400283,22,2
13:01:03,13:01:03,400284,23,2
13:02:10,13:02:10,400285,24,2
13:03:57,13:03:57,400287,25,1
13:05:39,13:05:39,400288,26,1
13:06:46,13:06:46,400289,27,1
13:08:00,13:08:00,400290,28,1
13:09:55,13:09:55,404278,29,1
13:12:00,13:12:00,400107,30,1
13:14:36,13:14:36,400109,31,1
13:17:28,13:17:28,400111,32,1
13:21:53,13:21:53,404168,33,1
13:29:43,13:29:43,400119,34,1
13:33:47,13:33:47,400121,35,1
13:39:00,13:39:00,400124,36,1
13:43:12,13:43:12,400126,37,2
13:46:33,13:46:33,400129,38,2
13:50:08,13:50:08,400316,39,2
13:53:36,13:53:36,450123,40,2
14:00:00,14:00:00,400135,41,2
14:03:47,14:03:47,400324,42,2
14:08:00,14:08:00,400329,43,2
14:12:17,14:12:17,402857,44,1
14:15:15,14:15:15,400335,45,1
14:18:00,14:18:00,404010,46,1
