trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-SDon-100000_SB79_671,16:40:00,16:40:00,401880,1,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:41:40,16:41:40,401881,2,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:42:47,16:42:47,401882,3,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:45:00,16:45:00,401883,4,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:46:41,16:46:41,401884,5,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:47:44,16:47:44,404860,6,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:49:45,16:49:45,401887,7,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:51:00,16:51:00,403989,8,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:53:42,16:53:42,401889,9,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:56:28,16:56:28,401890,10,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:58:02,16:58:02,404838,11,3
MQ_A5-Weekday-SDon-100000_SB79_671,16:59:50,16:59:50,403733,12,3
MQ_A5-Weekday-SDon-100000_SB79_671,17:01:00,17:01:00,401893,13,2
MQ_A5-Weekday-SDon-100000_SB79_671,17:13:00,17:13:00,903286,14,2
