trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-045300_SB79_656,7:33:00,7:33:00,403522,1,2
MQ_A5-Weekday-045300_SB79_656,7:36:00,7:36:00,403523,2,2
MQ_A5-Weekday-045300_SB79_656,7:37:05,7:37:05,401024,3,3
MQ_A5-Weekday-045300_SB79_656,7:39:29,7:39:29,401867,4,3
MQ_A5-Weekday-045300_SB79_656,7:40:38,7:40:38,401868,5,3
MQ_A5-Weekday-045300_SB79_656,7:43:24,7:43:24,401869,6,3
MQ_A5-Weekday-045300_SB79_656,7:46:00,7:46:00,401870,7,2
MQ_A5-Weekday-045300_SB79_656,7:47:18,7:47:18,404858,8,3
MQ_A5-Weekday-045300_SB79_656,7:49:13,7:49:13,405169,9,3
MQ_A5-Weekday-045300_SB79_656,7:50:43,7:50:43,405369,10,3
MQ_A5-Weekday-045300_SB79_656,7:52:32,7:52:32,401875,11,2
MQ_A5-Weekday-045300_SB79_656,7:54:23,7:54:23,401876,12,2
MQ_A5-Weekday-045300_SB79_656,7:55:54,7:55:54,401877,13,1
MQ_A5-Weekday-045300_SB79_656,7:58:00,7:58:00,401878,14,1
