arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
11:20:00,11:20:00,902208,1,1
11:24:48,11:24:48,101069,2,1
11:26:32,11:26:32,101071,3,1
11:28:00,11:28:00,101072,4,1
11:30:26,11:30:26,101074,5,1
11:33:00,11:33:00,102839,6,1
11:37:04,11:37:04,403766,7,1
11:39:45,11:39:45,403676,8,1
11:41:00,11:41:00,402502,9,1
11:42:36,11:42:36,402503,10,1
11:44:23,11:44:23,402504,11,1
11:46:00,11:46:00,402505,12,1
11:47:04,11:47:04,402506,13,1
11:49:44,11:49:44,402507,14,1
11:51:53,11:51:53,402508,15,1
11:54:00,11:54:00,402509,16,1
11:54:44,11:54:44,402510,17,1
11:57:00,11:57:00,403604,18,1
11:58:10,11:58:10,403763,19,1
11:59:07,11:59:07,403677,20,1
12:00:00,12:00:00,403829,21,1
